tf,cond,state,bend_uu,bend_pp,shortening,minor_w,major_w,inclin,tip,xdisp,ydisp,minor_w_cp,major_w_cp
engrailed,frozen,041,11.9455,16.7378,1.4533,6.9056,11.8631,9.7808,0.4115,-0.7548,-0.1799,6.9625,11.9375
engrailed,frozen,042,10.0203,13.6766,1.1613,6.9394,11.8006,8.8109,-1.1648,-0.7006,-0.2155,7.0144,11.9044
engrailed,frozen,043,13.1009,17.552,1.7087,6.5158,12.2641,8.8313,-1.9532,-0.6923,-0.0815,6.6325,12.3106
engrailed,frozen,044,10.5764,15.0008,1.2576,7.0831,11.6755,8.5897,-0.3344,-0.7429,-0.1001,7.11,11.8
engrailed,frozen,045,6.9223,11.4644,1.0969,7.023,11.7831,8.7143,0.4275,-0.7691,-0.0985,7.0581,11.895
engrailed,frozen,046,10.9607,15.3258,1.4928,7.0018,11.784,8.4321,-0.4927,-0.7886,-0.0506,7.0412,11.8819
engrailed,frozen,047,7.4761,11.882,1.1479,6.8633,11.9926,9.2012,1.0559,-0.7493,-0.0653,6.8937,12.0831
engrailed,frozen,048,11.2885,15.7712,1.5433,7.0198,11.7937,8.5791,-0.3639,-0.7309,-0.1116,7.05,11.91
engrailed,frozen,049,13.1678,16.7447,1.4968,6.7584,12.1145,8.5283,2.0159,-0.8283,-0.0934,6.7938,12.385
engrailed,frozen,050,7.8307,13.0551,1.3426,6.9351,11.9232,9.057,-0.0006,-0.7523,-0.1066,6.9869,12.0194
engrailed,frozen,051,12.3789,16.48,1.3182,6.8921,11.9006,9.3812,-1.0461,-0.6753,-0.1401,6.9225,12.0062
engrailed,frozen,053,10.4791,14.5744,1.3299,7.0823,11.6741,8.7789,-0.3005,-0.7063,-0.0928,7.1244,11.8356
engrailed,frozen,054,7.8323,13.1011,1.2643,7.0326,11.7422,9.0025,0.4329,-0.7445,-0.1352,7.1006,11.8887
engrailed,frozen,055,8.7418,13.9215,1.608,7.0335,11.8378,8.9454,0.5314,-0.8204,-0.1049,7.0569,11.9369
engrailed,frozen,056,7.6372,11.2658,1.0362,6.9324,11.8676,10.2929,-2.6274,-0.743,-0.1685,6.9869,11.955
engrailed,frozen,057,10.5519,14.6179,1.3666,7.1325,11.6534,8.7595,-0.6806,-0.705,-0.134,7.1569,11.8138
engrailed,frozen,058,12.3438,16.6353,1.5704,6.9416,11.8796,8.2736,-0.811,-0.7866,-0.1115,6.9744,11.9906
engrailed,frozen,059,9.8737,14.5891,1.3896,6.9698,11.9415,8.8317,-0.3686,-0.8188,-0.0638,7.0094,11.9838
engrailed,frozen,060,11.5888,16.0823,1.611,6.9889,11.7764,9.6441,-0.6996,-0.6548,-0.0985,7.0,11.9125
engrailed,frozen,062,8.2191,13.7734,1.2082,7.0966,11.7282,9.052,-0.0898,-0.7949,-0.1013,7.1281,11.8656
engrailed,frozen,063,11.7891,9.5898,1.4954,7.1613,11.8284,6.6583,3.2022,-0.6971,0.026,7.2044,11.8269
engrailed,frozen,064,9.5129,13.5364,1.2842,6.9737,11.7871,8.8557,-0.7437,-0.7415,-0.0778,7.0263,11.9131
engrailed,frozen,065,9.2054,12.4617,1.1672,6.9533,11.874,9.4467,-1.0075,-0.7359,-0.1938,7.0225,11.9425
engrailed,frozen,066,8.5801,13.8163,1.1098,7.0463,11.5917,9.4841,-1.9422,-0.8201,-0.0806,7.1469,11.7194
engrailed,frozen,067,30.5117,34.1102,6.809,7.0696,11.7117,8.9296,-1.3167,-0.7055,-0.1418,7.1156,11.8
engrailed,frozen,068,11.4941,14.7567,1.4255,7.0323,11.786,8.4151,-0.4068,-0.7744,-0.1263,7.0888,11.88
engrailed,frozen,069,8.7972,12.8333,1.1863,7.0806,11.8037,8.4992,-0.4525,-0.7422,-0.1155,7.0844,11.9206
engrailed,frozen,070,10.7792,13.8561,1.2353,7.015,11.8196,8.4575,-0.6644,-0.7099,-0.1185,7.0587,11.9425
engrailed,frozen,071,7.4651,11.907,1.274,6.8683,12.0656,8.3844,0.438,-0.767,-0.0996,6.9062,12.0669
engrailed,frozen,072,9.0092,14.3412,1.2304,7.0353,11.7884,9.4304,-0.8161,-0.7546,-0.1156,7.08,11.8281
engrailed,frozen,073,7.6678,13.4457,1.2358,6.9492,11.8063,8.712,-0.4543,-0.7782,-0.0831,6.9775,11.9125
engrailed,frozen,074,8.1652,12.7221,1.1273,6.9581,11.8937,8.6131,-0.2996,-0.7665,-0.1593,7.0187,12.005
engrailed,frozen,075,10.6217,15.0208,1.3675,6.9958,11.8733,8.6499,-0.2786,-0.7309,-0.0926,7.0256,11.9913
engrailed,frozen,076,8.0414,13.0783,1.1886,7.0326,11.773,8.8516,0.4743,-0.7704,-0.1118,7.0944,11.9031
engrailed,frozen,077,10.6466,14.5248,1.2931,7.0034,11.794,8.7989,-0.4508,-0.6914,-0.0918,7.0856,11.89
engrailed,frozen,078,9.6606,15.3036,1.4248,6.9492,11.862,8.7684,-0.5718,-0.814,-0.152,6.9837,11.9669
engrailed,frozen,079,7.491,11.0831,1.142,6.9368,11.959,8.9573,0.1445,-0.7611,-0.067,6.9769,12.0288
engrailed,frozen,080,7.4549,12.8041,1.0745,7.1039,11.6766,9.3448,-0.4637,-0.7594,-0.1782,7.1344,11.8269
engrailed,frozen,081,8.7394,14.3944,1.2608,7.0769,11.7166,9.102,-0.2472,-0.7757,-0.1164,7.1106,11.8544
engrailed,frozen,082,7.2542,12.0542,1.1732,6.9971,11.7553,9.5942,-1.0259,-0.8373,-0.1918,7.0919,12.0162
engrailed,frozen,083,9.7672,13.8373,1.2025,7.0154,11.7268,8.5922,-0.3801,-0.7442,-0.0736,7.0794,11.885
engrailed,frozen,084,17.4156,24.2763,4.1433,7.183,11.6341,10.0417,-0.7915,-0.6037,0.0704,7.2031,11.6875
engrailed,frozen,085,10.9993,15.7125,1.4933,7.0772,11.7817,8.7723,0.1746,-0.7384,-0.0522,7.0881,11.8719
engrailed,frozen,086,8.8369,14.2847,1.1831,7.0215,11.8008,8.4905,0.0797,-0.788,-0.1114,7.06,11.9194
engrailed,frozen,087,10.8844,15.2765,1.3478,7.0211,11.7773,8.626,-0.4804,-0.7222,-0.1047,7.0606,11.9087
engrailed,frozen,088,7.7819,12.8986,1.1256,6.9847,11.8049,9.2865,0.4281,-0.7218,-0.1189,7.0344,11.9319
engrailed,frozen,089,9.7816,14.0148,1.2114,7.0744,11.61,9.2904,0.183,-0.6658,-0.0924,7.125,11.7444
engrailed,frozen,090,7.9898,13.5804,1.3208,6.9458,11.8308,9.1327,-0.0812,-0.7132,-0.117,7.0125,11.9313
engrailed,frozen,091,10.2291,16.5653,1.6489,6.8735,11.9435,8.0742,0.0481,-0.7794,-0.0935,6.9081,12.0419
engrailed,frozen,092,10.2376,14.0457,1.2642,7.0419,11.7725,8.7993,-0.0952,-0.7291,-0.047,7.0838,11.8706
engrailed,frozen,093,8.4113,12.9641,1.0872,7.0397,11.7368,9.3288,-0.3158,-0.7855,-0.1118,7.1113,11.8763
engrailed,frozen,094,7.5329,13.304,1.1542,6.9367,11.7431,9.1542,-0.1758,-0.753,-0.0603,6.9787,11.9025
engrailed,frozen,095,10.7896,14.6216,1.1078,6.9556,11.8444,7.8143,-0.2087,-0.7189,-0.0442,6.9981,11.9738
engrailed,frozen,096,10.3277,15.7363,1.4939,6.9933,11.8082,8.5191,-0.2169,-0.8152,-0.0968,7.055,11.9087
engrailed,frozen,097,8.9578,12.5818,1.1564,7.0059,11.8196,8.7304,0.215,-0.7306,-0.0896,7.0475,11.9375
engrailed,relaxed,001,5.7254,10.7999,1.1692,6.9047,11.9396,8.4627,0.5019,-0.8514,-0.1066,6.9612,12.0769
engrailed,relaxed,002,3.7526,9.5843,1.5065,6.7403,12.1057,8.5051,-0.0361,-1.0204,-0.1651,6.8013,12.1394
engrailed,relaxed,003,11.8576,6.3293,4.2841,6.574,12.239,10.4335,-2.1115,-1.0066,-0.1777,6.5673,12.2675
engrailed,relaxed,004,8.7054,11.9219,1.4983,6.7721,12.1454,7.3211,-0.079,-0.8877,-0.0712,6.7988,12.2494
engrailed,relaxed,005,6.8174,12.869,3.6233,6.603,12.332,9.3656,-0.7212,-1.1591,0.0948,6.5881,12.2356
engrailed,relaxed,006,7.51,13.8319,1.389,6.8768,12.012,8.4805,-0.0409,-0.8936,-0.1243,6.9031,12.0319
engrailed,relaxed,007,4.5132,8.3486,1.5534,6.8083,12.113,8.3868,0.3077,-0.9995,-0.1692,6.8413,12.1331
engrailed,relaxed,008,9.2432,12.1204,1.0954,6.599,12.2131,8.0086,0.9707,-0.9585,-0.0878,6.6431,12.3394
engrailed,relaxed,009,4.3325,9.2503,1.5233,6.8745,11.8976,8.8121,-0.2501,-1.0033,-0.0847,6.915,12.0669
engrailed,relaxed,010,8.3573,10.6124,1.2485,6.801,12.0048,8.9709,-2.2595,-0.8235,-0.2784,6.8438,12.1394
engrailed,relaxed,011,8.6355,11.3029,1.0669,6.7713,12.1104,6.9449,-0.2186,-0.8543,-0.045,6.8356,12.25
engrailed,relaxed,012,11.1163,15.0265,1.592,6.8652,12.1511,7.3393,-0.4488,-0.8748,-0.0548,6.8838,12.1781
engrailed,relaxed,013,4.5894,9.6096,1.2783,6.9295,12.0251,7.9905,-0.1165,-0.8814,-0.1155,6.9569,12.1006
engrailed,relaxed,014,5.9118,9.2403,1.6323,6.8002,12.0013,9.4416,-0.7458,-0.8194,-0.1889,6.8344,12.1831
engrailed,relaxed,015,4.9628,10.2988,1.4203,6.8894,12.0473,8.8252,-0.0047,-0.881,-0.1568,6.8894,12.175
engrailed,relaxed,016,9.3973,13.8347,1.8203,6.9916,11.9891,8.1029,-0.1038,-0.9407,-0.0466,7.0244,12.0744
engrailed,relaxed,017,3.7086,5.7989,1.0921,6.736,11.8867,10.4363,2.3882,-0.8203,-0.1771,6.84,12.1119
engrailed,relaxed,018,4.653,9.457,1.1354,6.9081,11.9531,8.3831,-0.1114,-0.9874,-0.0741,6.9488,12.0894
engrailed,relaxed,019,6.2623,12.7236,1.7418,6.9273,11.8756,10.2229,-0.5634,-0.8872,-0.1381,6.9688,11.8413
engrailed,relaxed,020,5.6412,11.3733,1.8496,6.9298,11.953,9.5355,0.0045,-0.9196,0.0133,6.9119,12.0806
engrailed,relaxed,021,4.7163,9.6822,1.3876,6.7268,12.3091,8.0749,0.2899,-0.9273,-0.184,6.7825,12.3187
engrailed,relaxed,022,9.9777,13.8487,1.3498,6.8111,11.9169,8.731,0.101,-0.7683,-0.1124,6.85,12.1294
engrailed,relaxed,023,5.5877,10.4287,1.1152,6.8326,12.0159,9.0849,-0.6922,-0.8404,-0.0974,6.87,12.1113
engrailed,relaxed,024,13.0536,15.4913,1.6998,6.6242,12.3493,7.0916,2.2438,-1.1955,-0.1707,6.675,12.4413
engrailed,relaxed,025,8.47,10.9927,1.1546,7.1169,11.6341,8.5943,-0.8113,-0.805,-0.1278,7.1562,11.8506
engrailed,relaxed,026,9.832,9.7052,1.2571,6.8273,11.9637,7.4518,-0.6251,-0.8819,-0.0483,6.8819,12.1856
engrailed,relaxed,027,9.146,13.454,1.2065,6.6171,12.2184,7.7036,-0.5031,-0.8428,-0.1413,6.7713,12.2969
engrailed,relaxed,028,5.3413,9.7804,1.1803,6.8076,12.1198,8.1968,0.5102,-0.8474,-0.045,6.8169,12.185
engrailed,relaxed,029,6.8207,12.4356,1.294,6.6552,12.0971,7.6817,0.4116,-0.9128,-0.1073,6.6769,12.165
engrailed,relaxed,030,3.4494,8.3106,1.627,6.9515,11.9263,9.8769,-1.746,-0.9347,-0.0578,6.9519,11.9437
engrailed,relaxed,031,3.2705,8.3429,1.1697,6.9121,11.7488,8.8911,-0.4298,-0.9103,-0.1531,6.9669,11.8581
engrailed,relaxed,032,11.0767,14.2314,1.3771,6.9303,12.1047,7.5332,-0.7088,-0.8874,-0.0919,6.9588,12.1525
engrailed,relaxed,033,8.6004,11.3834,1.2813,6.8946,11.6418,7.8539,-1.1649,-0.8868,-0.2512,6.9912,11.8613
engrailed,relaxed,034,4.8166,8.1656,1.4971,6.9037,11.9521,8.3053,0.6448,-0.9413,-0.1261,6.9494,12.13
engrailed,relaxed,035,6.2005,10.7563,1.3305,6.9375,11.9035,8.929,0.9291,-1.0299,-0.177,6.9981,12.0044
engrailed,relaxed,036,2.4068,7.5921,1.4769,6.8656,12.1368,8.9023,0.1361,-0.8782,-0.1437,6.8725,12.2225
engrailed,relaxed,037,8.0306,10.8522,1.2812,6.9471,11.9686,7.7453,-0.1651,-0.9112,-0.0847,6.9488,12.0856
engrailed,relaxed,038,9.2625,12.7064,1.2547,6.9305,11.87,7.7139,-0.3846,-0.9043,-0.1043,6.98,12.0856
engrailed,relaxed,039,6.1513,10.7966,1.0723,6.839,12.1226,8.3553,-0.0136,-0.8746,-0.1233,6.875,12.2338
engrailed,relaxed,040,9.6897,13.2827,1.4448,6.9844,11.8026,8.8204,-0.9519,-0.8428,-0.1624,7.1137,11.8744
engrailed,relaxed,041,10.8209,15.0985,1.4645,6.6595,12.1081,8.557,0.0982,-0.9226,-0.1363,6.7194,12.135
engrailed,relaxed,042,4.86,9.0622,1.2714,6.7479,11.9484,8.5,-0.5967,-0.9422,-0.2196,6.825,12.1013
engrailed,relaxed,043,8.5471,11.1367,1.4929,6.6708,12.1961,8.404,-1.587,-0.8563,-0.11,6.7069,12.185
engrailed,relaxed,044,7.7301,8.7451,1.2018,6.7485,12.0718,8.2428,-0.7849,-0.8781,-0.1349,6.815,12.0919
engrailed,relaxed,045,5.7972,9.6465,1.38,6.7532,12.0635,8.5967,0.8474,-0.8366,-0.0626,6.8037,12.1325
engrailed,relaxed,046,6.486,12.2784,1.7187,6.8145,12.127,8.2543,0.042,-1.0067,-0.0706,6.8269,12.1619
engrailed,relaxed,047,10.4162,14.6278,1.4682,6.583,12.2953,8.8665,0.7495,-0.8392,0.0095,6.5819,12.3569
engrailed,relaxed,048,9.9881,14.0941,1.6139,6.758,12.1998,7.2566,-0.4333,-0.8817,-0.1261,6.76,12.2163
engrailed,relaxed,049,8.413,11.5722,1.3473,6.391,12.4441,7.963,2.1234,-0.9718,-0.0375,6.4325,12.565
engrailed,relaxed,050,6.9974,11.5572,1.2727,6.7528,12.2198,8.041,-0.0621,-0.8442,-0.0881,6.7444,12.4794
engrailed,relaxed,051,10.7412,13.4394,1.8185,6.5906,12.2908,8.5882,-0.8714,-0.798,-0.1388,6.5987,12.4113
engrailed,relaxed,052,6.9984,11.0153,1.3882,6.6084,12.3934,7.5808,0.4034,-0.8139,-0.1669,6.705,12.4038
engrailed,relaxed,053,8.0901,12.3877,1.4914,6.8898,11.8391,8.1646,-0.2546,-0.8952,-0.0861,6.9894,11.9875
engrailed,relaxed,054,4.5383,11.1729,1.6018,6.8405,12.0036,9.1284,0.4167,-0.8833,-0.1465,6.8981,12.0319
engrailed,relaxed,055,4.5292,10.1311,1.6465,6.5829,12.4815,8.7846,0.137,-0.9551,-0.0998,6.6181,12.4212
engrailed,relaxed,056,6.7494,9.6963,1.2722,6.6513,12.2316,9.1013,-2.5203,-0.8738,-0.1564,6.69,12.2969
engrailed,relaxed,057,9.6769,13.2591,1.494,6.8839,12.0094,7.8546,-0.1919,-0.8159,-0.1383,6.9294,12.0931
engrailed,relaxed,058,10.5532,13.9142,1.7981,6.6347,12.2892,7.2128,-0.8142,-0.9045,-0.1277,6.6681,12.3375
engrailed,relaxed,059,7.7555,11.9301,1.4265,6.71,12.3682,8.129,1.2764,-1.0204,0.0049,6.7206,12.3931
engrailed,relaxed,060,8.8673,10.5614,1.2064,6.8952,11.7784,8.3466,-0.8787,-0.9706,-0.0732,6.9638,12.0025
engrailed,relaxed,061,6.4479,12.1073,1.4643,6.9153,11.7753,9.5928,0.3,-0.8606,-0.109,6.9437,11.8781
engrailed,relaxed,062,5.8675,11.1304,1.0947,6.9075,12.0116,8.4347,-0.1651,-0.8766,-0.1136,6.96,12.1019
engrailed,relaxed,063,15.8931,23.8839,3.7989,7.7318,11.6427,7.8984,12.6494,-0.9791,-0.0416,7.2438,11.655
engrailed,relaxed,064,7.1237,11.7006,1.5553,6.8264,11.9367,9.3842,-0.258,-0.8626,-0.0813,6.8462,12.0481
engrailed,relaxed,065,9.5106,13.4376,1.4273,6.7393,12.0694,7.4861,-0.7625,-0.8079,-0.1506,6.82,12.1775
engrailed,relaxed,066,7.0526,11.1935,1.2245,6.9295,11.8484,8.9866,-1.5304,-0.9654,-0.0271,6.9769,11.915
engrailed,relaxed,067,3.2718,5.3761,1.3579,6.9617,11.7398,9.653,-1.3115,-0.9136,-0.1528,6.9706,11.9238
engrailed,relaxed,068,8.3912,9.2469,1.3325,6.7698,12.1408,7.3587,-0.1148,-0.9051,-0.1728,6.8181,12.2406
engrailed,relaxed,069,7.9954,12.804,1.2066,6.9149,12.0465,7.9397,-0.5896,-0.8656,-0.1279,6.9538,12.1244
engrailed,relaxed,070,7.2079,7.4607,1.1525,6.7835,12.0632,7.1445,-0.3801,-0.8826,-0.0923,6.84,12.2475
engrailed,relaxed,071,6.6037,12.8634,1.6183,6.611,12.2918,7.5636,0.2269,-0.9223,-0.0766,6.6519,12.2781
engrailed,relaxed,072,4.1014,10.9875,1.873,7.0164,11.7904,8.9069,0.3994,-0.8787,-0.1684,7.0362,11.8544
engrailed,relaxed,073,6.0,11.259,1.3728,6.5714,12.3455,7.5147,0.4464,-0.9099,-0.0819,6.5987,12.3125
engrailed,relaxed,074,8.6806,13.5393,1.1918,6.8006,12.2143,8.0334,-0.6017,-0.8678,-0.1665,6.8525,12.2469
engrailed,relaxed,075,10.0887,14.2584,1.7722,6.8452,12.1237,8.2396,-0.3048,-0.9472,-0.0717,6.8812,12.1069
engrailed,relaxed,076,5.0816,9.6249,1.3406,6.9026,11.9578,7.9011,0.2633,-0.9716,-0.0612,6.9337,12.08
engrailed,relaxed,077,9.9186,12.1285,1.5415,6.82,12.0302,8.1243,-0.0344,-0.8591,-0.0815,6.8706,12.0813
engrailed,relaxed,079,3.3597,6.944,1.4205,6.7419,12.2173,8.656,0.0505,-0.9749,-0.0357,6.7556,12.2806
engrailed,relaxed,080,5.9271,11.5827,1.2698,6.9881,11.9035,9.1297,0.1848,-0.9713,-0.1287,7.0488,11.9781
engrailed,relaxed,081,3.1248,9.3505,1.4972,6.931,11.9182,9.93,-0.3352,-0.9358,-0.1047,6.9675,12.0488
engrailed,relaxed,082,6.6793,9.1261,1.3494,7.0613,11.846,8.5891,-0.6986,-0.8456,-0.2363,7.0819,11.9712
engrailed,relaxed,083,2.906,6.8948,1.189,7.0266,11.7166,9.4119,0.5133,-0.9407,-0.0935,7.1087,11.95
engrailed,relaxed,084,5.0077,10.5351,1.4035,7.1155,11.7125,9.4367,0.0116,-0.7421,-0.1766,7.1431,11.7444
engrailed,relaxed,085,11.3462,14.9674,1.552,6.8956,11.9914,7.3095,-0.2503,-0.931,-0.0233,6.9363,12.1506
engrailed,relaxed,086,6.5771,12.1886,1.2894,6.7758,12.136,7.9143,0.3686,-0.9167,-0.1275,6.7912,12.2244
engrailed,relaxed,087,9.8598,12.4415,1.2043,6.8184,12.0782,7.1982,-0.3275,-0.8892,-0.089,6.8694,12.2044
engrailed,relaxed,088,2.9812,7.2318,1.157,6.6644,12.097,8.7153,0.3317,-0.8472,-0.1572,6.7056,12.3006
engrailed,relaxed,089,8.3255,12.0774,1.4822,6.8375,11.8851,9.2151,-0.8753,-0.7558,-0.0929,6.8487,11.9463
engrailed,relaxed,090,5.7229,12.4711,1.737,6.7056,12.1079,8.8704,0.1827,-0.8543,-0.1032,6.7456,12.1756
engrailed,relaxed,091,10.3812,16.5926,1.9355,6.6024,12.453,7.3747,-1.1913,-0.9547,-0.1644,6.6231,12.3681
engrailed,relaxed,092,5.3398,9.6856,1.2904,6.859,11.9237,8.5553,0.4744,-0.9541,-0.0528,6.8869,12.0544
engrailed,relaxed,093,7.8165,10.1631,1.3713,7.0413,11.6158,8.6515,-0.6001,-0.911,-0.1331,7.0844,11.9069
engrailed,relaxed,094,8.2743,11.9157,3.2137,6.9718,12.5757,9.7141,-0.2631,-1.3676,-0.0368,7.1153,12.2494
engrailed,relaxed,095,10.2961,14.3513,1.1032,6.7178,12.2143,7.0292,-0.9067,-0.8588,-0.0291,6.7775,12.24
engrailed,relaxed,096,8.9545,12.4563,1.5328,6.6527,12.2441,7.1849,-0.6229,-0.8516,0.0123,6.6569,12.2788
engrailed,relaxed,097,9.3436,12.9663,1.1957,6.8789,11.985,8.2613,0.0412,-0.8242,-0.0987,6.93,12.1181
err,crystal,crystal,2.1118,1.4696,0.3675,4.5581,12.99,-4.539,0.6106,0.0244,0.0513,4.79,12.8622
err,frozen,001,16.4408,16.388,7.5028,5.1624,13.0613,-0.1276,-1.5298,-0.0696,-0.0057,4.9138,13.0267
err,frozen,002,23.8806,29.3123,11.3857,4.6383,13.12,-3.6785,2.6387,0.8684,-0.4276,4.3963,13.0563
err,frozen,003,12.9031,16.1415,3.8387,4.8909,12.6978,-1.6452,0.8112,0.5357,-0.1758,4.9571,12.5175
err,frozen,004,14.7486,19.66,10.1813,4.8857,12.23,0.7321,-1.2065,-0.1331,-0.1779,5.07,12.2789
err,frozen,006,6.6438,5.9514,0.9017,4.6611,12.423,-0.087,-2.0957,-0.0649,-0.0036,4.8425,11.9067
err,frozen,007,15.2609,23.4274,4.9987,4.6075,12.7482,2.8909,2.4159,-0.7033,-0.9411,4.4357,12.8975
err,frozen,008,8.2275,14.1375,1.7157,4.9126,12.6603,0.1839,-2.6871,0.6435,-0.2343,5.9475,12.3356
err,frozen,009,2.488,2.6353,0.3283,4.6876,12.7993,-0.6728,0.4003,0.2542,-0.0375,4.8487,12.7344
err,frozen,010,14.3903,17.8317,4.2341,5.3968,10.91,2.9559,-3.6166,0.2833,0.5373,5.6129,11.14
err,frozen,011,3.3698,1.742,1.554,4.5875,12.4724,-1.9756,-0.4797,0.3857,0.2195,4.7562,12.5013
err,frozen,012,3.5437,3.9116,0.6905,4.7134,12.6459,-0.6435,-2.1664,0.0192,0.1958,4.8425,12.4744
err,frozen,013,10.0125,11.8107,11.3777,6.5027,12.3725,2.7258,20.1979,0.4837,-1.0304,4.4429,13.5183
err,frozen,014,0.8488,2.713,1.0651,4.6164,12.6209,-2.3557,2.3756,0.169,-0.1863,4.7657,12.5311
err,frozen,015,18.4467,13.3313,5.8503,4.7905,12.7151,-3.5628,-1.0007,0.7601,-0.5868,4.8043,12.409
err,frozen,016,140.8187,31.4521,51.1886,4.795,12.6345,-8.377,4.4681,0.4874,-1.1437,5.6267,12.8867
err,frozen,017,38.7002,36.9792,47.6238,4.7207,13.998,9.3412,0.4416,0.6415,-0.425,4.2812,12.892
err,frozen,018,12.7834,10.5879,20.1497,5.5415,12.7018,1.1937,1.8108,0.0558,-0.3666,4.4711,13.5
err,frozen,019,4.9978,5.12,1.4491,4.365,12.5594,-1.3506,0.1637,0.4275,-0.2173,4.5714,12.2722
err,frozen,020,5.9599,7.0381,1.9235,4.6388,12.3556,-3.3339,0.6092,0.7848,-0.0789,4.8662,12.11
err,frozen,021,1.305,1.0857,0.5778,4.9509,12.3786,-1.4688,1.239,0.2307,-0.0001,5.1113,12.3333
err,frozen,022,2.3717,2.2274,0.2935,4.5548,12.7259,-1.908,2.0621,0.1992,-0.0516,4.8425,12.6644
err,frozen,023,0.2992,2.8581,0.6478,4.8259,12.7977,-1.065,0.4299,0.1854,0.0051,4.9638,12.6167
err,frozen,024,2.3183,3.2671,2.0444,4.4617,12.9853,0.438,-0.4695,0.2262,0.256,4.49,12.6813
err,frozen,025,8.6973,10.6324,16.8037,4.6147,13.3147,-2.909,-0.4451,0.6015,0.4287,4.2811,12.9733
err,frozen,026,4.3302,4.1367,0.5428,4.5609,12.9719,-1.6897,1.6691,0.1437,-0.1496,4.6525,12.9733
err,frozen,027,3.1687,6.942,2.6506,4.0008,13.2551,-3.069,2.7928,-0.006,0.5278,4.2488,13.0522
err,frozen,028,5.7611,7.6227,1.3801,4.7494,12.5086,0.0992,0.5427,0.1119,-0.1029,5.0438,12.4
err,frozen,029,31.5918,13.6968,0.988,4.1068,13.2004,-5.0839,-0.0059,-0.099,-0.1353,4.285,13.0943
err,frozen,030,16.9139,19.8451,2.4828,4.396,13.3555,-0.0872,-1.5337,0.5116,-0.0939,4.4357,13.2411
err,frozen,031,3.0692,5.0877,0.8659,4.6403,12.5856,0.5026,-3.4962,0.1139,-0.1389,4.925,12.5844
err,frozen,032,6.3937,6.2065,1.384,4.5253,12.8042,-0.4192,0.6985,0.2913,-0.1653,4.6225,12.8633
err,frozen,033,14.6747,24.6199,25.783,5.1015,13.6042,-5.9365,-1.4026,1.0312,0.0484,6.8133,13.1075
err,frozen,034,2.1337,3.3691,0.7157,4.6969,12.8664,-0.8013,-1.8921,0.1955,0.159,4.8675,12.5856
err,frozen,035,3.4276,0.9114,0.4646,4.7597,12.9483,-1.7701,1.1985,0.0437,-0.2849,4.7338,12.8367
err,frozen,036,2.6998,2.9431,1.3953,4.8269,12.5522,-2.4874,4.1179,0.3742,-0.5047,4.8589,12.4812
err,frozen,037,3.8749,4.8351,0.4693,4.5248,12.9965,-1.2535,-1.9549,0.0946,0.1602,4.6043,13.0322
err,frozen,038,3.6162,1.6073,0.6723,4.9224,12.6288,0.134,-1.8608,0.202,0.0473,5.025,12.4322
err,frozen,039,2.4863,4.43,0.5117,5.2676,12.64,-0.7171,-0.4477,0.4691,0.1077,5.3037,12.4256
err,frozen,040,2.6859,2.263,0.4911,4.7529,12.8343,-1.4597,1.6973,0.0339,-0.0356,4.8963,12.7267
err,frozen,042,3.3147,2.7527,1.1197,4.3746,13.1459,-1.6948,-0.9248,0.6715,0.2356,4.4943,12.7444
err,frozen,043,24.2868,26.9446,17.9996,5.1285,13.4337,-1.5038,1.1863,0.0359,-0.5909,5.5064,13.6609
err,frozen,044,7.5244,11.5926,20.3853,5.4545,12.9413,-1.2137,23.4122,0.2717,0.3972,4.697,13.0089
err,frozen,045,5.9491,7.707,5.7343,4.6865,12.5747,-3.9778,-0.8082,0.8011,0.0193,4.885,12.4533
err,frozen,046,13.1664,20.9019,11.6762,5.7364,12.9153,-3.5733,-4.209,-0.0672,0.5184,4.5967,12.797
err,frozen,047,1.6367,3.0755,2.7509,4.7277,12.2625,-3.4538,-1.6141,-0.0812,0.218,4.7329,12.07
err,frozen,048,2.0008,11.3182,16.7805,4.7308,13.3013,2.0002,1.162,0.1175,-0.5434,4.8412,13.1175
err,frozen,049,10.1789,5.077,55.0176,5.9874,14.0308,-8.7059,-25.5501,0.5561,0.3075,5.7928,13.9656
err,frozen,050,6.4999,7.844,1.4852,4.7076,12.7544,0.5279,-3.5338,0.0287,0.0437,4.7343,12.6411
err,frozen,051,0.1683,0.697,0.7521,4.7289,12.7332,1.7027,-2.1846,-0.1924,-0.1029,4.8471,12.5325
err,frozen,052,2.1298,3.2187,0.6759,5.0412,12.7375,-0.0031,-0.9241,0.1792,-0.0129,5.1,12.3844
err,frozen,053,6.6227,7.7142,1.7744,5.1209,12.4917,1.9185,-3.071,-0.1695,0.0475,5.3,12.2511
err,frozen,054,1.9441,2.6757,0.2875,4.6215,12.8148,-2.213,0.9498,0.0666,-0.0512,4.8325,12.8078
err,frozen,055,3.0769,2.1999,1.2974,5.4016,12.3521,-0.4398,-0.4061,0.2075,-0.0218,5.4929,12.17
err,frozen,056,6.5916,11.8599,4.1361,4.4333,13.2357,-2.9626,0.9795,0.2557,0.0059,4.56,12.9456
err,frozen,057,2.5645,1.9622,0.2484,4.9545,12.8194,-2.1626,-0.3176,0.2578,-0.0143,5.0812,12.6633
err,frozen,058,28.6643,30.5844,29.752,5.4442,13.6945,-1.9185,-2.8399,0.5808,-0.1395,3.787,12.9145
