tf,cond,state,bend_uu,bend_pp,shortening,minor_w,major_w,inclin,tip,xdisp,ydisp,minor_w_cp,major_w_cp
egr1,frozen,034,8.5105,17.8808,1.4574,8.3038,11.7194,8.6071,2.4958,-1.3308,0.0691,7.87,11.824
egr1,frozen,035,8.2381,14.4539,1.5076,8.1596,11.2827,10.2424,3.0205,-1.4197,0.0524,7.76,11.7475
egr1,frozen,036,12.0987,18.8673,1.327,7.4787,11.4225,7.2218,0.6118,-1.5274,0.1484,7.4867,11.66
egr1,frozen,037,3.9739,11.6864,1.139,8.1025,11.2242,8.7639,0.9658,-1.2307,0.1607,7.905,11.3925
egr1,frozen,038,5.0849,13.1811,1.2537,7.8396,11.4062,7.5528,0.148,-1.5451,-0.0144,8.0629,11.3833
egr1,frozen,039,7.3248,12.6833,1.0105,7.4143,11.8091,7.5551,2.5307,-1.4726,0.1254,7.4733,11.7
egr1,frozen,040,5.9858,12.126,1.005,8.0008,12.3526,8.8809,1.3811,-1.6401,0.0741,7.805,11.74
egr1,frozen,041,10.7774,11.2123,1.2147,8.093,11.7567,6.9129,1.4023,-1.0793,0.3429,7.3017,11.5375
egr1,frozen,042,7.8975,13.7684,1.1669,7.6348,11.3573,8.9058,-0.6101,-1.5203,0.083,7.695,11.552
egr1,frozen,043,5.084,13.4153,0.9998,8.2319,11.42,9.3238,1.0142,-1.5633,0.2131,7.7183,11.69
egr1,frozen,044,9.428,13.7897,1.285,7.7468,11.675,9.786,-3.5082,-1.3237,0.1394,7.75,12.2933
egr1,frozen,045,28.4593,21.1934,4.6521,7.6485,12.1533,7.5365,2.0978,-0.7581,-0.8143,7.695,11.67
egr1,frozen,046,7.2358,10.2426,0.7002,8.4642,11.4273,9.4587,1.3604,-1.3031,0.2075,7.7283,12.058
egr1,frozen,047,11.4234,12.373,0.7789,8.1977,11.8142,6.9857,1.2021,-1.382,0.1862,7.765,10.9467
egr1,frozen,048,15.7514,20.2505,1.9269,7.2596,11.4407,8.9251,1.8253,-1.7319,0.1663,7.365,11.7875
egr1,frozen,049,3.57,11.2342,0.5801,7.745,11.4882,6.549,1.1977,-1.3963,0.3401,6.996,11.09
egr1,frozen,050,8.9136,16.7337,0.9773,8.4689,11.9283,8.2909,0.6005,-1.6504,0.0844,7.5383,12.114
egr1,frozen,051,17.2922,19.0816,1.2004,8.2197,11.7885,5.3635,1.2638,-1.3494,0.2113,7.458,11.7375
egr1,frozen,052,6.7945,10.2774,0.9112,7.3224,11.501,7.9305,0.723,-1.7924,0.1899,7.3467,11.805
egr1,frozen,053,8.6387,11.419,0.9898,7.9446,12.115,7.328,0.3188,-1.5367,0.2932,7.328,10.8233
egr1,frozen,054,8.8676,14.0459,1.1503,7.6185,11.5755,7.9178,1.3823,-1.3871,0.1753,7.6717,11.67
egr1,frozen,055,7.4214,12.5122,0.8913,7.5933,11.6008,7.5459,0.4226,-1.4313,0.108,7.6333,11.616
egr1,frozen,056,2.7811,11.6179,1.2496,7.7004,11.515,9.6031,0.1076,-1.5044,0.032,7.715,11.898
egr1,frozen,057,13.0716,13.3722,1.8359,7.3525,11.3827,4.7247,0.255,-1.4187,0.2707,7.05,10.9033
egr1,frozen,058,4.7247,9.2085,0.5939,8.2504,11.8992,8.5395,0.8303,-1.4642,0.2025,7.7233,11.644
egr1,frozen,059,3.0737,6.5519,1.1217,7.4555,11.2545,9.5904,1.5626,-1.5876,0.0345,7.495,11.578
egr1,frozen,060,17.6141,23.1777,1.9864,7.0368,12.2538,5.4789,-1.9889,-1.0374,0.3627,7.1,12.0525
egr1,frozen,061,26.5509,33.501,2.9786,7.2755,11.225,7.8768,-3.0581,-1.9157,0.1484,7.325,11.815
egr1,frozen,062,10.2432,21.1657,1.8468,8.3396,11.9283,8.8413,1.5111,-1.4763,0.0285,7.85,11.525
egr1,frozen,063,15.7476,17.5327,1.4195,7.6355,12.3189,7.8533,0.5452,-1.459,0.3064,7.6483,10.7567
egr1,frozen,064,7.5621,12.2892,0.6987,7.658,11.7733,9.7559,0.9396,-1.472,0.1367,7.71,10.9433
egr1,frozen,065,7.5278,14.2987,1.411,7.4752,11.0033,7.5298,-0.0161,-1.1981,0.1948,7.5583,11.24
egr1,frozen,066,12.0617,16.4203,1.0413,8.3737,11.5818,8.2337,2.2024,-1.4988,0.237,7.77,11.6825
egr1,frozen,067,10.8815,16.7158,1.0348,7.5741,11.9867,7.2325,0.6909,-1.4758,0.1414,7.6217,11.516
egr1,frozen,068,2.5534,7.2328,0.8607,7.773,11.805,8.5718,0.86,-1.4247,0.1922,7.5317,10.97
egr1,frozen,069,15.3047,21.0066,1.9193,8.72,,4.2206,10.9831,0.6312,-1.9942,8.86,
egr1,frozen,070,13.4498,23.4402,1.5452,8.2014,11.3836,9.1948,3.347,-1.1854,-0.1606,7.6617,10.75
egr1,frozen,071,6.6741,10.2414,0.8462,7.6873,11.6867,8.2605,0.759,-1.5029,0.179,7.7167,11.648
egr1,frozen,072,7.8812,20.1517,2.0457,7.5283,13.76,6.7603,3.4682,-1.2657,0.5048,7.5067,12.8933
egr1,frozen,073,6.1277,16.4218,1.2323,8.477,10.9218,8.4963,1.714,-1.2978,0.0924,7.8667,11.225
egr1,frozen,074,12.9267,17.7733,0.8805,7.7073,11.3733,7.2733,-0.4296,-1.2962,0.2472,7.7567,11.97
egr1,frozen,075,7.4666,12.6348,1.0607,8.5165,11.5245,9.0994,1.0442,-1.3759,0.1885,7.915,12.014
egr1,frozen,076,10.0424,17.0554,1.261,7.3267,11.7975,7.5083,2.0231,-1.2534,0.0296,7.3833,11.884
egr1,frozen,077,6.9903,11.8339,1.1776,8.1648,11.9369,8.2729,1.7473,-1.6238,0.1362,7.5567,11.68
egr1,frozen,078,12.0156,9.2223,1.0584,8.2254,11.685,8.5573,-0.4551,-1.6086,0.1531,7.5817,11.586
egr1,frozen,079,16.9264,31.1423,2.5898,7.9079,11.222,11.7477,2.3866,-1.7712,1.0306,6.972,10.86
egr1,frozen,080,13.0462,14.8326,1.2417,7.795,11.6083,8.5331,1.7871,-1.4519,0.2512,7.8033,11.08
egr1,frozen,081,11.8032,15.7571,0.9748,7.5067,11.5636,6.8608,1.6106,-1.3259,0.2083,7.5717,12.114
egr1,frozen,082,65.1413,42.9588,17.8973,10.2216,13.7933,4.9044,-30.2152,-0.846,0.184,8.9667,14.34
egr1,frozen,083,4.9358,12.9059,1.0112,7.8667,12.2883,9.885,1.6008,-1.5763,0.3115,7.93,12.3275
egr1,frozen,084,11.8784,17.6029,1.3193,7.6777,12.0772,8.1873,1.0406,-1.2558,0.2104,7.7267,10.8167
egr1,frozen,085,12.9167,16.4149,1.2407,7.9637,12.1033,6.1762,0.1061,-1.4618,0.0604,7.346,11.496
egr1,frozen,086,3.2953,4.0493,0.5481,8.1464,11.6309,8.3047,0.789,-1.5537,0.1525,7.5667,12.3867
egr1,frozen,087,6.7883,11.3131,1.1521,7.6432,12.0192,9.0315,0.2121,-1.6968,0.0583,7.6717,11.818
egr1,frozen,088,10.8564,15.501,1.1508,8.3831,11.7925,8.3939,2.3147,-1.3637,0.0737,7.6833,11.75
egr1,frozen,089,7.3125,12.7896,1.0109,7.7359,12.4044,9.4704,0.6862,-1.3823,0.1303,7.7717,11.6725
egr1,frozen,090,7.899,8.9273,0.6847,8.2919,11.411,6.0676,0.1704,-1.291,0.2151,7.5133,11.6675
egr1,frozen,091,11.8672,11.7374,1.0746,8.2472,11.825,8.8975,-0.0365,-1.4889,-0.0649,7.615,11.648
egr1,frozen,092,4.7991,13.6756,1.1845,8.3419,11.6192,8.6668,1.5652,-1.2752,0.1349,7.85,11.4525
egr1,frozen,093,10.4564,12.9223,1.0215,7.6882,12.129,8.9804,1.3129,-1.6471,0.1457,7.7333,11.1375
egr1,frozen,094,8.48,13.7713,1.3689,7.3935,11.6364,6.7807,1.061,-1.3321,0.1488,7.4533,10.72
egr1,frozen,095,10.2372,14.6847,1.1389,8.2208,12.2783,7.3823,0.5962,-1.2811,0.1651,7.8033,11.72
egr1,frozen,096,10.6742,12.2829,1.0571,7.9391,11.5992,7.9744,1.572,-1.3777,0.1819,7.725,10.5133
egr1,frozen,097,36.3871,34.808,4.8477,7.6428,11.8218,11.9008,-0.097,-1.53,-0.33,7.7117,11.5
egr1,frozen,098,11.7253,17.4045,1.5774,7.4319,11.43,7.4291,2.5197,-1.4471,0.2478,7.47,12.0167
egr1,relaxed,001,6.7804,12.443,0.6968,7.2736,11.6685,8.6042,0.6062,-1.8618,0.265,7.2783,11.3067
egr1,relaxed,002,4.6757,13.4609,1.2107,7.5715,11.9411,7.5465,-0.0505,-1.6262,0.1655,7.055,11.988
egr1,relaxed,003,10.6366,15.4967,0.9096,7.4118,11.6964,7.9687,1.8304,-1.1056,-0.0823,7.47,11.0383
egr1,relaxed,004,15.8694,13.7857,2.3161,7.4543,13.0436,8.7708,2.7016,-1.4465,0.4558,8.22,13.0317
egr1,relaxed,005,15.0504,8.9029,1.5212,7.3731,11.8946,4.2765,-1.357,-1.5873,0.0635,6.708,11.968
egr1,relaxed,006,10.7955,15.5617,1.2597,6.9841,12.2917,4.4932,-1.0613,-1.3618,0.0741,7.0567,11.932
egr1,relaxed,007,14.3667,18.8144,1.8395,6.8282,11.8967,4.5825,1.7409,-1.5092,0.0126,6.832,12.478
egr1,relaxed,008,7.018,15.0431,1.1513,8.1927,12.1208,8.9028,1.5131,-1.7153,0.141,7.3917,12.4
egr1,relaxed,009,4.5437,9.7944,0.9443,8.0236,11.9569,8.8967,0.0281,-1.539,0.1105,7.525,11.8617
egr1,relaxed,010,5.3458,14.71,0.9891,8.2419,12.2475,9.9617,1.5738,-1.5779,0.239,7.6983,13.132
egr1,relaxed,011,6.8765,14.7105,1.2374,7.7852,11.2675,8.7974,1.7393,-1.3372,0.1243,7.82,11.0
egr1,relaxed,012,10.6622,17.7939,1.1519,6.1677,11.421,7.5146,-2.03,-1.7793,0.1481,6.305,11.14
egr1,relaxed,013,17.0642,20.109,1.6559,6.1673,11.7727,5.9976,2.2292,-1.637,0.155,6.09,11.5967
egr1,relaxed,014,1.2497,7.284,0.7348,7.1914,12.6622,6.5867,0.0442,-1.7814,0.2476,7.21,12.336
egr1,relaxed,015,10.3543,13.4636,1.0748,7.7835,11.8545,8.7588,1.5725,-1.5094,0.198,7.7917,11.6175
egr1,relaxed,016,10.4689,10.6242,1.6311,7.0475,12.21,5.4086,-0.6502,-1.6373,0.227,6.644,11.0967
egr1,relaxed,017,6.9457,9.3789,1.3171,7.0995,12.36,8.5402,-2.0813,-1.3682,0.0922,7.1433,12.68
egr1,relaxed,018,7.855,8.0735,0.6965,7.7796,11.1575,8.1185,0.3048,-1.76,0.176,7.5467,11.122
egr1,relaxed,019,6.7417,12.9095,1.0803,8.0496,12.488,7.8414,2.0535,-1.6931,0.1637,7.3183,12.0825
egr1,relaxed,020,5.0759,13.5751,0.7086,8.1188,11.3455,8.4878,0.9059,-1.5433,0.0313,7.4317,12.266
egr1,relaxed,021,7.4278,8.648,0.9774,7.4959,11.512,7.6471,1.0296,-1.5269,0.1885,7.6167,11.79
egr1,relaxed,022,4.5134,13.4745,0.887,7.0686,11.7942,8.5803,-1.042,-1.4169,0.0977,7.1183,11.9475
egr1,relaxed,023,8.4927,18.2899,1.4619,7.8093,11.7367,6.4662,1.7142,-1.6222,0.0867,7.0083,12.0825
egr1,relaxed,024,7.1297,16.2748,1.1371,7.1832,12.1839,5.6768,-0.375,-1.5828,0.2274,7.2917,11.908
egr1,relaxed,025,9.8754,11.2535,1.1181,7.5118,11.9242,8.0393,0.892,-1.735,0.3417,7.5433,11.52
egr1,relaxed,026,12.6082,16.6798,1.5609,6.9441,12.485,5.4823,0.9485,-1.4139,0.0987,6.9883,11.842
egr1,relaxed,027,17.3788,21.6667,1.7739,6.1208,11.5573,6.2274,1.7543,-1.6929,0.3607,5.982,11.22
egr1,relaxed,028,9.5675,15.4744,1.3364,7.3471,11.9706,6.0764,0.3919,-1.5714,0.2578,7.322,11.616
egr1,relaxed,029,4.5497,12.1902,0.8251,8.0131,12.3727,8.6154,-0.2137,-1.7718,0.1823,7.3217,12.112
egr1,relaxed,030,49.2698,54.9883,8.624,6.9727,12.5744,5.2366,4.1669,-1.3029,-0.3492,8.286,12.1633
egr1,relaxed,031,8.8088,13.0159,1.3126,7.8811,11.2793,6.7267,0.9607,-1.3527,0.0143,7.1833,11.335
egr1,relaxed,032,8.7415,11.3478,1.3482,8.0059,12.49,7.4252,1.7508,-1.6392,0.3158,7.2217,11.575
egr1,relaxed,033,8.4994,14.95,0.9932,7.4515,12.1618,9.5406,2.1325,-1.4572,0.1123,7.5367,12.232
egr1,relaxed,034,10.8915,17.601,1.3197,6.5308,12.0483,5.3067,0.2067,-1.7382,0.3745,6.725,11.6067
egr1,relaxed,035,10.9033,19.8438,2.1922,7.6596,11.6909,8.5798,1.347,-1.5171,-0.0455,7.7183,11.9725
egr1,relaxed,037,14.6864,20.3387,1.4618,7.1174,12.1283,5.3447,-1.5963,-1.2218,0.2184,7.25,12.0425
egr1,relaxed,038,8.9621,15.7657,1.5132,6.8733,11.4718,5.9084,-0.3422,-1.6327,0.1571,7.6171,11.6767
egr1,relaxed,039,10.4011,15.7345,1.2653,6.9971,11.9411,6.4383,2.6299,-1.5791,0.0902,7.1017,12.0475
egr1,relaxed,040,37.4592,44.299,5.8671,7.1877,12.025,3.9113,-2.9479,-0.9924,0.1192,7.038,11.485
egr1,relaxed,041,23.0272,29.8488,2.8258,6.2552,11.9475,7.6047,-2.0878,-1.5336,1.0204,6.128,11.3925
egr1,relaxed,042,7.645,14.3743,1.1496,7.2191,11.1345,7.9473,-0.4226,-1.6459,0.0834,7.32,11.758
egr1,relaxed,043,5.3499,14.0042,1.0935,7.7892,11.8273,8.296,0.2766,-1.7539,0.3272,7.1567,11.906
egr1,relaxed,044,8.621,19.0158,1.3592,7.8323,11.8542,7.9316,1.7753,-1.5319,-0.0347,7.9714,12.5967
egr1,relaxed,046,6.4689,9.9448,0.6272,7.8883,11.5783,9.2898,1.1574,-1.4693,0.2387,7.63,12.042
egr1,relaxed,047,17.2006,16.8278,0.9654,7.3886,12.0554,5.3017,1.2411,-1.4917,0.3189,7.4667,12.348
egr1,relaxed,048,19.4879,23.7278,2.1338,6.6688,11.5162,6.7535,2.2113,-1.9083,0.0438,6.7667,11.675
egr1,relaxed,052,8.8165,10.5911,1.1446,6.6365,12.2357,5.4814,-0.5316,-1.9378,0.3557,6.7317,11.87
egr1,relaxed,053,17.4337,22.4034,1.2988,6.7182,11.3246,5.5073,-2.7838,-1.5344,0.1258,6.83,11.6967
egr1,relaxed,054,9.5,15.2766,1.2345,7.9004,12.7471,7.3896,1.5905,-1.4521,0.0992,7.4333,11.7025
egr1,relaxed,055,3.9755,10.6328,0.6921,8.1846,12.5533,6.2963,0.137,-1.5631,0.081,7.3767,12.23
egr1,relaxed,056,3.65,12.8648,1.3249,7.45,11.4973,9.0289,1.3026,-1.7812,0.1513,7.4583,12.146
egr1,relaxed,057,11.1504,5.0319,0.9612,6.4123,12.3356,3.1689,-1.3939,-1.566,0.2945,6.364,11.3567
egr1,relaxed,058,11.2564,17.2505,0.7403,7.3124,12.0658,7.2499,1.121,-1.7307,0.1754,7.3833,12.07
egr1,relaxed,059,7.1866,8.0849,1.2319,6.8962,12.4353,8.128,0.9959,-1.7509,0.1139,7.0383,12.138
egr1,relaxed,060,18.3147,19.9474,1.9085,6.5427,12.5633,2.9121,-1.2512,-1.4402,-0.1271,6.6217,12.3775
egr1,relaxed,061,28.2928,38.6333,2.9921,6.8304,12.3333,5.3187,-3.2763,-2.0156,0.3621,6.91,12.34
egr1,relaxed,062,4.6822,10.7978,0.8933,7.6931,12.6654,7.6821,0.3702,-1.7564,0.2532,7.1517,13.238
egr1,relaxed,063,8.4191,13.3994,0.8533,7.5604,12.0925,7.4458,0.149,-1.439,0.192,7.33,11.6175
egr1,relaxed,064,11.6957,23.7227,1.1181,7.5829,10.999,10.1614,1.0218,-1.6992,0.2232,7.635,11.8775
egr1,relaxed,065,8.4675,12.077,0.7947,8.4011,10.7118,8.2046,0.7848,-1.4893,0.0927,7.335,11.025
egr1,relaxed,066,9.5028,14.5308,1.0021,7.3095,12.5311,7.7528,2.2642,-1.7557,0.1636,7.4067,12.0675
egr1,relaxed,067,13.4266,17.22,1.0845,7.3257,11.9075,7.4818,-0.6649,-1.6483,0.3168,7.222,11.734
egr1,relaxed,068,4.8448,6.2056,0.866,6.49,12.6383,6.9819,0.1804,-1.8807,0.1076,6.7167,12.346
egr1,relaxed,069,64.9205,63.7297,8.8698,6.1594,11.155,-6.1991,9.746,0.4774,-1.4329,6.3467,9.58
egr1,relaxed,070,15.9245,25.275,2.0811,7.5313,11.3857,9.0147,1.2447,-1.1259,-0.486,7.5017,11.488
egr1,relaxed,071,5.3695,12.0473,0.8318,7.2355,11.8242,7.1122,0.3695,-1.5565,0.2196,7.2833,11.766
egr1,relaxed,072,12.4171,16.6532,2.6981,7.2948,15.7844,11.5515,3.5216,-3.0179,-0.1683,7.2683,15.192
egr1,relaxed,073,4.0741,10.6644,0.942,7.1985,11.85,7.6117,-0.5948,-1.6322,0.0721,7.024,11.424
egr1,relaxed,074,9.4873,10.1138,0.6675,7.2871,12.7376,7.2804,-2.0223,-1.3408,0.0851,7.3767,12.45
egr1,relaxed,075,7.2387,14.0112,1.2102,8.4104,12.1175,9.0233,1.6942,-1.383,0.117,7.8867,12.1325
egr1,relaxed,077,5.4374,14.5147,1.2194,8.3115,11.3625,8.4703,1.8609,-1.199,0.1085,7.8117,11.896
egr1,relaxed,078,9.9523,9.4707,1.0301,7.5,11.6158,8.1779,0.624,-1.7425,0.119,7.26,11.798
egr1,relaxed,079,21.3181,34.939,3.3502,7.3168,11.8025,11.5736,0.4878,-2.1528,1.1801,6.53,11.2967
egr1,relaxed,080,9.0823,7.1118,0.9731,7.5248,12.7267,8.7346,1.0638,-1.6923,0.317,7.6333,11.6925
egr1,relaxed,082,35.0114,21.3312,53.0975,11.6073,11.938,2.6506,12.2056,-0.6195,0.0397,10.1288,13.8467
egr1,relaxed,083,5.2377,14.0697,1.0269,7.7605,12.8253,9.059,1.4392,-1.6858,0.1936,7.82,13.585
egr1,relaxed,084,14.9391,21.2397,1.5183,7.4933,11.7658,7.5774,0.7455,-1.3395,0.2164,7.5867,11.66
egr1,relaxed,085,19.4282,22.4418,1.6479,7.256,11.4093,4.4318,-0.0663,-1.707,0.3992,6.93,11.414
egr1,relaxed,086,5.4973,6.7405,0.6963,7.339,12.2808,7.7397,1.0185,-1.7165,0.2139,7.3933,12.315
egr1,relaxed,087,6.3511,9.6136,1.378,7.25,12.2467,10.0435,0.1323,-1.9263,0.2014,7.3233,12.69
egr1,relaxed,088,8.6423,14.9709,1.0828,7.5457,12.0546,8.5483,2.435,-1.533,-0.0363,7.5867,11.946
egr1,relaxed,089,7.1527,12.1273,0.895,7.6359,12.1709,9.3419,0.9011,-1.4049,0.1067,7.68,12.476
egr1,relaxed,090,6.5918,10.5677,1.1819,7.8062,12.0922,4.8579,0.3954,-1.4589,-0.0211,7.1167,12.2525
egr1,relaxed,091,11.563,10.4481,1.0683,7.045,11.7764,7.9643,-0.5919,-1.6305,-0.0233,7.2083,12.142
egr1,relaxed,092,11.723,7.8603,0.8623,7.5978,11.4755,6.7293,1.2303,-1.5099,0.2502,7.3767,11.595
egr1,relaxed,093,7.2244,11.8771,0.7279,7.5829,12.4621,7.6333,1.1833,-1.5794,0.1024,7.6533,11.4275
egr1,relaxed,094,11.366,16.2884,1.4146,7.053,11.569,5.6481,0.3472,-1.4292,0.1565,7.1517,11.02
egr1,relaxed,095,11.6106,13.9235,1.3092,7.2722,12.9022,6.5413,-0.3235,-1.3919,0.1823,7.3533,12.3525
egr1,relaxed,096,18.3232,23.0173,1.9341,6.8718,11.8761,7.2642,1.8379,-1.5538,0.4958,6.846,11.716
egr1,relaxed,098,16.795,19.2766,1.8238,7.304,11.3942,4.7762,1.8917,-1.3394,0.2495,6.686,10.905
engrailed,crystal,crystal,8.1173,12.2866,1.1733,7.006,11.636,7.1364,-0.5316,-0.772,0.026,7.0269,11.735
engrailed,frozen,001,7.1144,11.5454,1.1346,6.9797,11.7992,8.9028,0.434,-0.7502,-0.1025,7.0606,11.9225
engrailed,frozen,002,9.1452,13.3058,1.2416,6.9348,11.77,8.4086,-0.6647,-0.8202,-0.1807,7.03,11.9162
engrailed,frozen,003,22.0076,28.5071,3.5466,7.4919,11.7846,7.2716,2.3373,-0.7311,-0.0653,7.1338,11.8012
engrailed,frozen,004,10.9668,14.768,1.4421,6.9731,11.8582,8.3323,-0.1097,-0.7207,-0.0851,7.0187,11.9725
engrailed,frozen,005,20.4827,19.8701,19.582,8.0888,12.4086,7.9303,0.3128,-0.4444,-0.2943,7.0129,11.9924
engrailed,frozen,006,10.6148,14.8094,1.241,7.0477,11.7874,8.7619,-1.1459,-0.6874,-0.1062,7.0669,11.9
engrailed,frozen,007,9.2723,14.3656,1.3892,7.0959,11.722,9.0843,0.2123,-0.7487,-0.1061,7.095,11.8644
engrailed,frozen,008,8.8643,13.9499,1.1207,6.8803,11.8,9.0752,0.8766,-0.7577,-0.1167,6.9506,11.9925
engrailed,frozen,009,11.172,15.4524,1.4292,7.1135,11.7049,8.3192,-0.8884,-0.8079,-0.1065,7.1456,11.8381
engrailed,frozen,010,8.1245,13.7285,0.98,6.9883,11.8141,9.6888,-3.6019,-0.8708,-0.2452,7.0431,11.9331
engrailed,frozen,011,7.6154,13.0776,1.1286,6.9523,11.8962,8.2289,-0.0809,-0.7503,-0.1029,6.9881,12.0106
engrailed,frozen,012,10.7227,14.4959,1.3237,7.0182,11.7978,8.4461,-0.0661,-0.7535,-0.0776,7.09,11.9031
engrailed,frozen,013,6.5234,10.9538,1.1245,7.0888,11.7724,8.7941,0.1602,-0.7667,-0.1066,7.1044,11.9031
engrailed,frozen,014,17.4684,21.6408,1.8436,6.7534,11.9525,8.3696,-0.9226,-0.4395,-0.2709,6.7981,12.0494
engrailed,frozen,015,10.7336,14.4476,1.3432,7.1186,11.7512,8.7062,-0.1286,-0.7084,-0.0949,7.1162,11.8837
engrailed,frozen,016,8.4829,14.2588,1.318,7.0834,11.7104,8.8643,0.1411,-0.7851,-0.1074,7.1288,11.8381
engrailed,frozen,017,7.3464,12.048,1.0647,7.0584,11.7502,10.3216,0.6971,-0.7262,-0.1874,7.0812,11.8963
engrailed,frozen,018,7.7996,12.3142,1.1362,7.0469,11.821,8.8192,-0.2754,-0.7926,-0.0782,7.0775,11.9087
engrailed,frozen,019,8.1887,13.6617,1.3793,6.7774,11.9124,8.9193,0.1441,-0.7895,-0.1334,6.8519,12.0081
engrailed,frozen,020,9.5683,14.299,2.4006,6.96,11.8179,8.5018,0.3385,-0.647,-0.1053,6.9813,11.9425
engrailed,frozen,021,10.4639,14.7168,1.409,6.9633,11.8475,8.5418,-0.33,-0.7343,-0.1237,7.0331,11.9844
engrailed,frozen,022,11.1657,16.9966,1.3994,7.1236,11.5806,9.441,-0.4049,-0.6553,-0.0389,7.1644,11.75
engrailed,frozen,023,10.4937,13.5915,1.1632,7.0174,11.7588,9.2805,-0.7732,-0.7051,-0.0489,7.1013,11.8806
engrailed,frozen,024,9.0374,15.0652,1.556,7.0317,11.7385,7.0561,0.4322,-0.9878,-0.1394,7.11,11.87
engrailed,frozen,025,10.092,12.9502,1.1086,7.1843,11.6974,9.3241,-0.8327,-0.6679,-0.1135,7.1956,11.7725
engrailed,frozen,026,9.6779,11.8228,1.0437,7.0245,11.8376,8.5063,-0.5674,-0.7628,-0.0913,7.0575,11.9506
engrailed,frozen,027,10.8262,14.8939,1.1869,6.9,11.8175,8.5949,0.0105,-0.7052,-0.1206,7.0231,11.9337
engrailed,frozen,028,10.2488,14.0193,1.1697,6.9384,11.9018,8.9252,-0.0545,-0.7091,-0.034,6.9931,11.9931
engrailed,frozen,029,8.4967,14.1956,1.1619,6.9174,11.8116,8.6064,0.5451,-0.7674,-0.0873,6.9875,11.9238
engrailed,frozen,030,16.2017,17.853,2.6143,7.03,11.8276,10.3447,0.1603,-1.0741,-0.5745,7.0938,11.7825
engrailed,frozen,031,9.4369,12.7685,0.9734,7.1194,11.6139,8.9052,-1.0587,-0.728,-0.1416,7.1556,11.7438
engrailed,frozen,032,10.9984,14.072,1.2096,7.0526,11.8118,8.5972,-0.4468,-0.7,-0.0768,7.0906,11.9288
engrailed,frozen,033,10.5958,15.2284,1.3543,7.047,11.6506,9.9211,-1.298,-0.7633,-0.1897,7.1188,11.7819
engrailed,frozen,034,8.3173,12.2146,1.3278,7.0963,11.7624,8.6746,0.4151,-0.7723,-0.0912,7.1063,11.9056
engrailed,frozen,035,11.2658,15.3294,1.2986,7.0689,11.6856,8.9563,-0.1989,-0.7477,-0.1299,7.1087,11.8387
engrailed,frozen,036,9.5902,13.3863,1.344,7.0616,11.8186,8.8316,-0.5316,-0.6682,-0.1214,7.0719,11.9556
engrailed,frozen,037,10.6839,14.8159,1.3429,7.0084,11.859,8.4689,-0.2724,-0.7709,-0.1132,7.04,11.9637
engrailed,frozen,038,10.0198,13.5356,1.1629,7.0336,11.7462,8.3899,-0.3009,-0.7408,-0.1023,7.095,11.8788
engrailed,frozen,039,8.4784,13.7601,1.1838,6.9984,11.8171,9.026,0.3991,-0.7875,-0.1073,7.0369,11.9475
engrailed,frozen,040,9.4452,13.1405,1.0915,7.1526,11.5792,9.0928,-0.7642,-0.7469,-0.1013,7.2194,11.74
engrailed,frozen,041,11.9455,16.7378,1.4533,6.9056,11.8631,9.7808,0.4115,-0.7548,-0.1799,6.9625,11.9375
engrailed,frozen,042,10.0203,13.6766,1.1613,6.9394,11.8006,8.8109,-1.1648,-0.7006,-0.2155,7.0144,11.9044
engrailed,frozen,043,13.1009,17.552,1.7087,6.5158,12.2641,8.8313,-1.9532,-0.6923,-0.0815,6.6325,12.3106
engrailed,frozen,044,10.5764,15.0008,1.2576,7.0831,11.6755,8.5897,-0.3344,-0.7429,-0.1001,7.11,11.8
engrailed,frozen,045,6.9223,11.4644,1.0969,7.023,11.7831,8.7143,0.4275,-0.7691,-0.0985,7.0581,11.895
engrailed,frozen,046,10.9607,15.3258,1.4928,7.0018,11.784,8.4321,-0.4927,-0.7886,-0.0506,7.0412,11.8819
engrailed,frozen,047,7.4761,11.882,1.1479,6.8633,11.9926,9.2012,1.0559,-0.7493,-0.0653,6.8937,12.0831
engrailed,frozen,048,11.2885,15.7712,1.5433,7.0198,11.7937,8.5791,-0.3639,-0.7309,-0.1116,7.05,11.91
engrailed,frozen,049,13.1678,16.7447,1.4968,6.7584,12.1145,8.5283,2.0159,-0.8283,-0.0934,6.7938,12.385
engrailed,frozen,050,7.8307,13.0551,1.3426,6.9351,11.9232,9.057,-0.0006,-0.7523,-0.1066,6.9869,12.0194
engrailed,frozen,051,12.3789,16.48,1.3182,6.8921,11.9006,9.3812,-1.0461,-0.6753,-0.1401,6.9225,12.0062
engrailed,frozen,053,10.4791,14.5744,1.3299,7.0823,11.6741,8.7789,-0.3005,-0.7063,-0.0928,7.1244,11.8356
engrailed,frozen,054,7.8323,13.1011,1.2643,7.0326,11.7422,9.0025,0.4329,-0.7445,-0.1352,7.1006,11.8887
engrailed,frozen,055,8.7418,13.9215,1.608,7.0335,11.8378,8.9454,0.5314,-0.8204,-0.1049,7.0569,11.9369
engrailed,frozen,056,7.6372,11.2658,1.0362,6.9324,11.8676,10.2929,-2.6274,-0.743,-0.1685,6.9869,11.955
engrailed,frozen,057,10.5519,14.6179,1.3666,7.1325,11.6534,8.7595,-0.6806,-0.705,-0.134,7.1569,11.8138
