arm,tf,cond,seed,run,n_epochs,best_epoch,val_min_epoch,val_loss_min,val_loss_final,val_rise_after_min,final_train_val_gap,gap_at_best
baseline,ets1,relaxed,5,baseline_ets1_fold0_dnarelax_s5,50,42.0,42,0.6235904677148508,0.665184765424015,0.04159429770916412,0.2789085586702252,0.19061045746241256
baseline,foxa,relaxed,4,baseline_foxa_fold0_dnarelax_s4,50,33.0,33,0.6083898167077889,0.6225414750695641,0.014151658361775232,0.21665780535447998,0.1613535213609969
baseline,egr1,frozen,3,baseline_egr1_fold0_s3,50,43.0,43,0.6012888246261587,0.6543052266571378,0.053016402030979015,0.25713971928674983,0.18754531202907504
baseline,egr1,frozen,5,baseline_egr1_fold0_s5,50,20.0,20,0.5731159705652042,0.6252517995926938,0.05213582902748959,0.20776786455053525,0.03380774509763873
augmented,foxa,relaxed,3,augmented_foxa_fold0_dnarelax_s3,50,16.0,16,0.6387224263813397,0.6553766421091357,0.016654215727796018,0.29112600872773486,0.14600509159765174
baseline,nfat,frozen,5,baseline_nfat_fold0_s5,50,18.0,18,0.6295543322358623,0.6622457790223424,0.03269144678648006,0.28958790005643725,0.1384723992382692
baseline,tbp,relaxed,2,baseline_tbp_fold0_dnarelax_s2,50,14.0,14,0.6200861472159668,0.6631389157094357,0.04305276849346895,0.28201482336854133,0.08301759540234255
augmented,nfat,frozen,0,augmented_nfat_fold0,50,29.0,29,0.6391647279067412,0.6715446850047075,0.03237995709796637,0.2681308210747395,0.1886717118543027
baseline,err,frozen,2,baseline_err_fold0_s2,50,25.0,25,0.6546754198943713,0.6843731991839123,0.029697779289540982,0.2857707320913033,0.16499248261323723
augmented,tbp,relaxed,2,augmented_tbp_fold0_dnarelax_s2,50,31.0,31,0.6950711257677903,0.7123163144709704,0.017245188703180148,0.38279947211033527,0.3104745934405747
baseline,nfat,frozen,3,baseline_nfat_fold0_s3,50,47.0,47,0.6545503163479152,0.6656900393938469,0.011139723045931693,0.23884533109066197,0.22608636459135678
augmented,ets1,frozen,0,augmented_ets1_fold0,50,33.0,33,0.6656388056245789,0.7068469134149451,0.04120810779036621,0.3302855373021208,0.25066064586724435
baseline,err,frozen,5,baseline_err_fold0_s5,50,44.0,44,0.6544391995458201,0.6660360628066676,0.011596863260847523,0.2288631988588396,0.19233087231850304
