pilot,source,pairwise_ca_rmsd
egr1,bioemu,10.3387
egr1,bioemu,0.9596
egr1,bioemu,0.945
egr1,bioemu,2.968
egr1,bioemu,1.8626
egr1,bioemu,1.6735
egr1,bioemu,1.4897
egr1,bioemu,2.4274
egr1,bioemu,2.2979
egr1,bioemu,1.9087
egr1,bioemu,11.4302
egr1,bioemu,6.5791
egr1,bioemu,1.8218
egr1,bioemu,0.7099
egr1,bioemu,1.3017
egr1,bioemu,2.0829
egr1,bioemu,1.9281
egr1,bioemu,2.5647
egr1,bioemu,1.6
egr1,bioemu,2.4488
egr1,bioemu,1.6702
egr1,bioemu,1.4189
egr1,bioemu,0.8557
egr1,bioemu,2.1353
egr1,bioemu,1.1885
egr1,bioemu,2.4934
egr1,bioemu,0.9175
egr1,bioemu,1.1179
egr1,bioemu,1.4415
egr1,bioemu,2.6883
egr1,bioemu,1.5612
egr1,bioemu,1.7014
egr1,bioemu,1.5487
egr1,bioemu,1.619
egr1,bioemu,3.2839
egr1,bioemu,1.728
egr1,bioemu,1.2647
egr1,bioemu,2.2384
egr1,bioemu,1.9013
egr1,bioemu,1.0018
egr1,bioemu,1.0995
egr1,bioemu,1.3659
egr1,bioemu,0.8871
egr1,bioemu,1.1342
egr1,bioemu,0.5295
egr1,bioemu,3.4135
egr1,bioemu,1.4016
egr1,bioemu,1.2183
egr1,bioemu,2.1796
egr1,bioemu,2.3446
egr1,bioemu,1.7053
egr1,bioemu,0.5837
egr1,bioemu,1.2941
egr1,bioemu,2.2764
egr1,bioemu,1.6001
egr1,bioemu,1.6829
egr1,bioemu,1.1367
egr1,bioemu,1.3151
egr1,bioemu,12.174
egr1,bioemu,5.3912
egr1,bioemu,1.0795
egr1,bioemu,9.9434
egr1,bioemu,0.962
egr1,bioemu,1.1063
egr1,bioemu,2.5882
egr1,bioemu,1.809
egr1,bioemu,1.4764
egr1,bioemu,1.5516
egr1,bioemu,2.5319
egr1,bioemu,1.8597
egr1,bioemu,1.5961
egr1,bioemu,11.329
egr1,bioemu,6.135
egr1,bioemu,1.5407
egr1,bioemu,1.3762
egr1,bioemu,0.8506
egr1,bioemu,1.9684
egr1,bioemu,2.3078
egr1,bioemu,2.5097
egr1,bioemu,1.1717
egr1,bioemu,2.2404
egr1,bioemu,1.9841
egr1,bioemu,1.2897
egr1,bioemu,1.0052
egr1,bioemu,1.9272
egr1,bioemu,1.6508
egr1,bioemu,1.6497
egr1,bioemu,1.794
egr1,bioemu,1.6039
egr1,bioemu,2.4096
egr1,bioemu,1.7954
egr1,bioemu,2.0006
egr1,bioemu,1.1905
egr1,bioemu,1.2823
egr1,bioemu,2.7851
egr1,bioemu,1.9044
egr1,bioemu,1.4403
egr1,bioemu,1.9893
egr1,bioemu,2.1262
egr1,bioemu,1.3147
egr1,bioemu,1.2648
egr1,bioemu,1.7132
egr1,bioemu,1.362
egr1,bioemu,1.0855
egr1,bioemu,1.0388
egr1,bioemu,3.3073
egr1,bioemu,1.7947
egr1,bioemu,1.0454
egr1,bioemu,2.3836
egr1,bioemu,2.147
egr1,bioemu,1.6976
egr1,bioemu,0.9316
egr1,bioemu,1.1065
egr1,bioemu,2.4614
egr1,bioemu,1.497
egr1,bioemu,1.5819
egr1,bioemu,1.4039
egr1,bioemu,1.7108
egr1,bioemu,12.5026
egr1,bioemu,4.9356
egr1,bioemu,1.4425
egr1,bioemu,10.1197
egr1,bioemu,1.2931
egr1,bioemu,1.023
egr1,bioemu,2.4906
egr1,bioemu,2.3218
egr1,bioemu,2.031
egr1,bioemu,1.9669
egr1,bioemu,2.3833
egr1,bioemu,2.249
egr1,bioemu,1.7168
egr1,bioemu,11.1998
egr1,bioemu,6.1818
egr1,bioemu,1.6195
egr1,bioemu,1.4926
egr1,bioemu,1.5287
egr1,bioemu,2.3891
egr1,bioemu,2.2469
egr1,bioemu,2.1064
egr1,bioemu,1.529
egr1,bioemu,2.6573
egr1,bioemu,2.3749
egr1,bioemu,1.1749
egr1,bioemu,1.2633
egr1,bioemu,1.9608
egr1,bioemu,1.2129
egr1,bioemu,2.1554
egr1,bioemu,1.7957
egr1,bioemu,3.3392
egr1,bioemu,1.0688
egr1,bioemu,1.7005
egr1,bioemu,2.0368
egr1,bioemu,1.7079
egr1,bioemu,3.542
egr1,bioemu,1.5771
egr1,bioemu,1.0669
egr1,bioemu,1.7333
egr1,bioemu,1.8899
egr1,bioemu,1.0579
egr1,bioemu,1.0797
egr1,bioemu,1.2378
egr1,bioemu,1.5444
egr1,bioemu,1.6217
egr1,bioemu,1.3089
egr1,bioemu,3.9293
egr1,bioemu,1.4023
egr1,bioemu,1.5035
egr1,bioemu,1.5633
egr1,bioemu,2.2963
egr1,bioemu,1.7334
egr1,bioemu,1.4014
egr1,bioemu,1.7014
egr1,bioemu,2.0605
egr1,bioemu,1.799
egr1,bioemu,1.1253
egr1,bioemu,1.178
egr1,bioemu,1.0466
egr1,bioemu,12.0122
egr1,bioemu,5.7797
egr1,bioemu,1.1654
egr1,bioemu,9.9163
egr1,bioemu,1.0475
egr1,bioemu,1.3397
egr1,bioemu,3.0051
egr1,bioemu,1.4499
egr1,bioemu,1.2554
egr1,bioemu,1.103
egr1,bioemu,2.9859
egr1,bioemu,2.0107
egr1,bioemu,1.5613
egr1,bioemu,11.2779
egr1,bioemu,6.3917
egr1,bioemu,1.643
egr1,bioemu,0.9651
egr1,bioemu,1.2362
egr1,bioemu,1.7546
egr1,bioemu,2.0821
egr1,bioemu,2.751
egr1,bioemu,1.4438
egr1,bioemu,1.9048
egr1,bioemu,1.5764
egr1,bioemu,1.6562
egr1,bioemu,0.8509
egr1,bioemu,1.9106
egr1,bioemu,1.7256
egr1,bioemu,2.2345
egr1,bioemu,1.332
egr1,bioemu,3.7209
egr1,bioemu,2.7305
egr1,bioemu,2.035
egr1,bioemu,3.1659
egr1,bioemu,3.251
egr1,bioemu,2.9116
egr1,bioemu,3.2855
egr1,bioemu,3.9843
egr1,bioemu,4.0843
egr1,bioemu,3.2284
egr1,bioemu,3.1718
egr1,bioemu,3.7585
egr1,bioemu,3.1599
egr1,bioemu,2.0597
egr1,bioemu,2.6965
egr1,bioemu,2.3072
egr1,bioemu,3.8239
egr1,bioemu,2.2294
egr1,bioemu,3.5876
egr1,bioemu,3.7115
egr1,bioemu,3.3681
egr1,bioemu,2.524
egr1,bioemu,2.0646
egr1,bioemu,2.9995
egr1,bioemu,3.3607
egr1,bioemu,3.3818
egr1,bioemu,2.6149
egr1,bioemu,3.6359
egr1,bioemu,13.5852
egr1,bioemu,4.2055
egr1,bioemu,3.0275
egr1,bioemu,9.5221
egr1,bioemu,2.7827
egr1,bioemu,2.3431
egr1,bioemu,2.2
egr1,bioemu,4.0136
egr1,bioemu,3.637
egr1,bioemu,3.6961
egr1,bioemu,4.1374
egr1,bioemu,3.0382
egr1,bioemu,2.3775
egr1,bioemu,10.4253
egr1,bioemu,4.8541
egr1,bioemu,2.2753
egr1,bioemu,3.5163
egr1,bioemu,3.1512
egr1,bioemu,3.9742
egr1,bioemu,3.557
egr1,bioemu,1.8466
egr1,bioemu,3.3711
egr1,bioemu,3.8381
egr1,bioemu,4.4332
egr1,bioemu,2.6944
egr1,bioemu,3.0615
egr1,bioemu,2.2798
egr1,bioemu,2.4252
egr1,bioemu,2.352
egr1,bioemu,3.8579
egr1,bioemu,2.0481
egr1,bioemu,2.2953
egr1,bioemu,1.6486
egr1,bioemu,3.7698
egr1,bioemu,1.9015
egr1,bioemu,0.9987
egr1,bioemu,1.6466
egr1,bioemu,1.5607
egr1,bioemu,0.7921
egr1,bioemu,1.0087
egr1,bioemu,0.8453
egr1,bioemu,1.396
egr1,bioemu,1.8964
egr1,bioemu,1.416
egr1,bioemu,4.3479
egr1,bioemu,1.0395
egr1,bioemu,1.8629
egr1,bioemu,1.7663
egr1,bioemu,2.4027
egr1,bioemu,1.4096
egr1,bioemu,1.4593
egr1,bioemu,2.0626
egr1,bioemu,2.5018
egr1,bioemu,1.6734
egr1,bioemu,1.1539
egr1,bioemu,1.4157
egr1,bioemu,0.7599
egr1,bioemu,11.7302
egr1,bioemu,6.2125
egr1,bioemu,1.187
egr1,bioemu,10.1215
egr1,bioemu,1.2056
egr1,bioemu,1.6203
egr1,bioemu,3.3535
egr1,bioemu,1.2338
egr1,bioemu,1.1304
egr1,bioemu,1.0774
egr1,bioemu,2.712
egr1,bioemu,2.2202
egr1,bioemu,2.1838
egr1,bioemu,11.6859
egr1,bioemu,6.9421
egr1,bioemu,2.048
egr1,bioemu,0.7475
egr1,bioemu,1.1889
egr1,bioemu,1.774
egr1,bioemu,2.3293
egr1,bioemu,3.1434
egr1,bioemu,1.3538
egr1,bioemu,2.0163
egr1,bioemu,1.0548
egr1,bioemu,1.835
egr1,bioemu,0.8548
egr1,bioemu,2.2989
egr1,bioemu,2.0389
egr1,bioemu,2.5136
egr1,bioemu,0.9457
egr1,bioemu,1.7266
egr1,bioemu,2.4147
egr1,bioemu,4.0891
egr1,bioemu,0.734
egr1,bioemu,1.8013
egr1,bioemu,2.7817
egr1,bioemu,2.9719
egr1,bioemu,1.8528
egr1,bioemu,1.8893
egr1,bioemu,2.2594
egr1,bioemu,2.2377
egr1,bioemu,1.3967
egr1,bioemu,1.6974
egr1,bioemu,2.842
egr1,bioemu,2.5017
egr1,bioemu,1.4036
egr1,bioemu,1.2994
egr1,bioemu,3.4381
egr1,bioemu,2.5812
egr1,bioemu,1.6886
egr1,bioemu,1.2912
egr1,bioemu,0.8434
egr1,bioemu,2.7125
egr1,bioemu,1.8585
egr1,bioemu,0.9481
egr1,bioemu,2.0663
egr1,bioemu,12.2284
egr1,bioemu,5.6618
egr1,bioemu,1.1936
egr1,bioemu,8.9088
egr1,bioemu,1.2547
egr1,bioemu,1.5709
egr1,bioemu,1.9602
egr1,bioemu,1.7163
egr1,bioemu,1.4666
egr1,bioemu,1.4776
egr1,bioemu,3.9204
egr1,bioemu,0.7393
egr1,bioemu,1.5735
egr1,bioemu,10.315
egr1,bioemu,5.1074
egr1,bioemu,0.7994
egr1,bioemu,2.036
egr1,bioemu,1.5476
egr1,bioemu,1.9373
egr1,bioemu,1.9902
egr1,bioemu,2.1811
egr1,bioemu,2.1353
egr1,bioemu,1.2384
egr1,bioemu,2.5355
egr1,bioemu,1.3999
egr1,bioemu,1.6468
egr1,bioemu,0.8844
egr1,bioemu,2.1749
egr1,bioemu,1.5758
egr1,bioemu,2.5269
egr1,bioemu,1.9182
egr1,bioemu,3.0975
egr1,bioemu,1.7612
egr1,bioemu,1.9794
egr1,bioemu,2.4864
egr1,bioemu,2.6854
egr1,bioemu,1.8444
egr1,bioemu,1.8333
egr1,bioemu,2.3284
egr1,bioemu,1.962
egr1,bioemu,1.0149
egr1,bioemu,1.4911
egr1,bioemu,2.6596
egr1,bioemu,2.4984
egr1,bioemu,1.2079
egr1,bioemu,2.4435
egr1,bioemu,2.9404
egr1,bioemu,2.3165
egr1,bioemu,1.3378
egr1,bioemu,1.084
egr1,bioemu,2.1542
egr1,bioemu,2.2015
egr1,bioemu,2.0432
egr1,bioemu,1.491
egr1,bioemu,2.3159
egr1,bioemu,12.6969
egr1,bioemu,4.7888
egr1,bioemu,1.6501
egr1,bioemu,9.5744
egr1,bioemu,1.5695
egr1,bioemu,1.3565
egr1,bioemu,1.8877
egr1,bioemu,2.5358
egr1,bioemu,2.2741
egr1,bioemu,2.2541
egr1,bioemu,3.0945
egr1,bioemu,1.8943
egr1,bioemu,1.5253
egr1,bioemu,10.7359
egr1,bioemu,5.5064
egr1,bioemu,1.4016
egr1,bioemu,2.1098
egr1,bioemu,1.8388
egr1,bioemu,2.6465
egr1,bioemu,2.2801
egr1,bioemu,1.7672
egr1,bioemu,2.0814
egr1,bioemu,2.5618
egr1,bioemu,2.9049
egr1,bioemu,1.2331
egr1,bioemu,1.8073
egr1,bioemu,1.6594
egr1,bioemu,1.4553
egr1,bioemu,1.9398
egr1,bioemu,2.4945
egr1,bioemu,2.8249
egr1,bioemu,2.1785
egr1,bioemu,1.7252
egr1,bioemu,1.6569
egr1,bioemu,1.9737
egr1,bioemu,1.5025
egr1,bioemu,1.0569
egr1,bioemu,1.4991
egr1,bioemu,1.3927
egr1,bioemu,1.724
egr1,bioemu,1.3847
egr1,bioemu,3.7556
egr1,bioemu,1.6381
egr1,bioemu,1.5609
egr1,bioemu,2.6182
egr1,bioemu,2.2506
egr1,bioemu,1.6707
egr1,bioemu,1.5315
egr1,bioemu,1.7078
egr1,bioemu,2.7923
egr1,bioemu,1.1403
egr1,bioemu,1.5089
egr1,bioemu,1.7151
egr1,bioemu,1.8173
egr1,bioemu,12.1717
egr1,bioemu,5.2216
egr1,bioemu,1.5963
egr1,bioemu,10.471
egr1,bioemu,1.4181
egr1,bioemu,1.3304
egr1,bioemu,3.2275
egr1,bioemu,2.3544
egr1,bioemu,2.1902
egr1,bioemu,2.0119
egr1,bioemu,2.4341
egr1,bioemu,2.6151
egr1,bioemu,2.1531
egr1,bioemu,11.449
egr1,bioemu,6.6522
egr1,bioemu,2.2128
egr1,bioemu,1.3267
egr1,bioemu,1.707
egr1,bioemu,2.3752
egr1,bioemu,2.2475
egr1,bioemu,2.804
egr1,bioemu,1.8532
egr1,bioemu,2.8771
egr1,bioemu,2.1083
egr1,bioemu,1.4358
egr1,bioemu,1.5208
egr1,bioemu,2.3781
egr1,bioemu,1.4766
egr1,bioemu,2.6915
egr1,bioemu,1.476
egr1,bioemu,3.8412
egr1,bioemu,3.4943
egr1,bioemu,3.4082
egr1,bioemu,3.8796
egr1,bioemu,3.4278
egr1,bioemu,3.0639
egr1,bioemu,3.5046
egr1,bioemu,3.1288
egr1,bioemu,2.9452
egr1,bioemu,3.1473
egr1,bioemu,4.0081
egr1,bioemu,3.5837
egr1,bioemu,2.8463
egr1,bioemu,4.4106
egr1,bioemu,2.7399
egr1,bioemu,3.5304
egr1,bioemu,3.0899
egr1,bioemu,3.2177
egr1,bioemu,4.3225
egr1,bioemu,2.4808
egr1,bioemu,3.1971
egr1,bioemu,3.5728
egr1,bioemu,3.7761
egr1,bioemu,13.3444
egr1,bioemu,3.3081
egr1,bioemu,3.6032
egr1,bioemu,11.1601
egr1,bioemu,3.3371
egr1,bioemu,2.7869
egr1,bioemu,3.8476
egr1,bioemu,4.4536
egr1,bioemu,4.2916
egr1,bioemu,4.0989
egr1,bioemu,3.2352
egr1,bioemu,4.3572
egr1,bioemu,3.4502
egr1,bioemu,11.1233
egr1,bioemu,6.8514
egr1,bioemu,3.6615
egr1,bioemu,3.3137
egr1,bioemu,3.7531
egr1,bioemu,4.4256
egr1,bioemu,3.4633
egr1,bioemu,3.0037
egr1,bioemu,3.8792
egr1,bioemu,4.8214
egr1,bioemu,4.2319
egr1,bioemu,3.3055
egr1,bioemu,3.3897
egr1,bioemu,3.8429
egr1,bioemu,2.1563
egr1,bioemu,4.2083
egr1,bioemu,3.2437
egr1,bioemu,1.7123
egr1,bioemu,2.5013
egr1,bioemu,2.9806
egr1,bioemu,1.7817
egr1,bioemu,1.6579
egr1,bioemu,2.0657
egr1,bioemu,2.1527
egr1,bioemu,1.3707
egr1,bioemu,1.6373
egr1,bioemu,2.8218
egr1,bioemu,2.4099
egr1,bioemu,1.2467
egr1,bioemu,1.3382
egr1,bioemu,3.2782
egr1,bioemu,2.6333
egr1,bioemu,1.6901
egr1,bioemu,1.2921
egr1,bioemu,0.9121
egr1,bioemu,2.4601
egr1,bioemu,1.4494
egr1,bioemu,0.9998
egr1,bioemu,2.0187
egr1,bioemu,12.2279
egr1,bioemu,5.4388
egr1,bioemu,1.0151
egr1,bioemu,9.2275
egr1,bioemu,1.1812
egr1,bioemu,1.4131
egr1,bioemu,1.9495
egr1,bioemu,1.6868
egr1,bioemu,1.4985
egr1,bioemu,1.3302
egr1,bioemu,3.855
egr1,bioemu,0.9497
egr1,bioemu,1.6719
egr1,bioemu,10.4119
egr1,bioemu,5.3486
egr1,bioemu,0.9298
egr1,bioemu,1.8094
egr1,bioemu,1.6188
egr1,bioemu,1.8004
egr1,bioemu,1.4487
egr1,bioemu,2.0511
egr1,bioemu,2.2313
egr1,bioemu,1.3022
egr1,bioemu,2.3386
egr1,bioemu,1.2018
egr1,bioemu,1.5614
egr1,bioemu,1.085
egr1,bioemu,1.9372
egr1,bioemu,2.0204
egr1,bioemu,2.2603
egr1,bioemu,1.8775
egr1,bioemu,1.8579
egr1,bioemu,0.7619
egr1,bioemu,1.0831
egr1,bioemu,1.1054
egr1,bioemu,1.3681
egr1,bioemu,1.4681
egr1,bioemu,1.2505
egr1,bioemu,3.966
egr1,bioemu,1.2259
egr1,bioemu,1.4953
egr1,bioemu,1.5344
egr1,bioemu,2.2177
egr1,bioemu,1.5258
egr1,bioemu,1.1785
egr1,bioemu,1.7579
egr1,bioemu,2.2945
egr1,bioemu,1.6755
egr1,bioemu,1.1297
egr1,bioemu,1.2618
egr1,bioemu,0.8142
egr1,bioemu,11.9685
egr1,bioemu,5.8572
egr1,bioemu,1.1359
egr1,bioemu,9.9652
egr1,bioemu,1.1169
egr1,bioemu,1.3675
egr1,bioemu,2.9042
egr1,bioemu,1.4054
egr1,bioemu,1.1576
egr1,bioemu,1.0792
egr1,bioemu,2.6025
egr1,bioemu,2.0542
egr1,bioemu,2.0334
egr1,bioemu,11.2477
egr1,bioemu,6.5516
egr1,bioemu,1.6606
egr1,bioemu,0.8295
egr1,bioemu,1.1355
egr1,bioemu,2.0478
egr1,bioemu,2.1458
egr1,bioemu,2.6537
egr1,bioemu,1.2926
egr1,bioemu,1.9535
egr1,bioemu,1.4987
egr1,bioemu,1.6123
egr1,bioemu,0.6548
egr1,bioemu,2.0297
egr1,bioemu,1.7534
egr1,bioemu,2.3129
egr1,bioemu,1.1852
egr1,bioemu,1.9969
egr1,bioemu,1.7188
egr1,bioemu,1.6071
egr1,bioemu,1.6553
egr1,bioemu,2.02
egr1,bioemu,2.3551
egr1,bioemu,2.0254
egr1,bioemu,4.4616
egr1,bioemu,1.8333
egr1,bioemu,2.1946
egr1,bioemu,2.557
egr1,bioemu,2.4201
egr1,bioemu,2.0944
egr1,bioemu,2.1249
egr1,bioemu,2.4162
egr1,bioemu,3.1022
egr1,bioemu,1.8205
egr1,bioemu,1.5941
egr1,bioemu,2.2054
egr1,bioemu,1.8514
egr1,bioemu,11.9457
egr1,bioemu,5.7923
egr1,bioemu,2.0066
egr1,bioemu,10.6095
egr1,bioemu,1.9723
egr1,bioemu,2.081
egr1,bioemu,3.6964
egr1,bioemu,2.2041
egr1,bioemu,2.2341
egr1,bioemu,2.0122
egr1,bioemu,2.8121
egr1,bioemu,2.9103
egr1,bioemu,2.4674
egr1,bioemu,11.7408
egr1,bioemu,7.1815
egr1,bioemu,2.6531
egr1,bioemu,1.4719
egr1,bioemu,2.0907
egr1,bioemu,2.3366
egr1,bioemu,2.3801
egr1,bioemu,3.3093
egr1,bioemu,2.1185
egr1,bioemu,2.8751
egr1,bioemu,1.9032
egr1,bioemu,2.1239
egr1,bioemu,1.7819
egr1,bioemu,2.9161
egr1,bioemu,2.0746
egr1,bioemu,3.2661
egr1,bioemu,1.4246
egr1,bioemu,1.5396
egr1,bioemu,1.7732
egr1,bioemu,1.4658
egr1,bioemu,1.5207
egr1,bioemu,2.5591
egr1,bioemu,1.8619
egr1,bioemu,5.0003
egr1,bioemu,1.1415
egr1,bioemu,2.6153
egr1,bioemu,2.8705
egr1,bioemu,2.3923
egr1,bioemu,1.3421
egr1,bioemu,1.9404
egr1,bioemu,2.6621
egr1,bioemu,3.52
egr1,bioemu,1.9457
egr1,bioemu,2.3226
egr1,bioemu,2.3135
egr1,bioemu,1.4114
egr1,bioemu,11.7732
egr1,bioemu,6.5272
egr1,bioemu,2.1412
egr1,bioemu,10.5859
egr1,bioemu,2.059
egr1,bioemu,2.3462
egr1,bioemu,4.1348
egr1,bioemu,2.1391
egr1,bioemu,2.0368
egr1,bioemu,2.143
egr1,bioemu,2.0275
egr1,bioemu,3.1186
egr1,bioemu,2.6315
egr1,bioemu,12.3728
egr1,bioemu,7.5352
egr1,bioemu,2.9445
egr1,bioemu,1.6895
egr1,bioemu,1.6977
egr1,bioemu,2.4778
egr1,bioemu,3.3351
egr1,bioemu,3.9385
egr1,bioemu,1.2798
egr1,bioemu,3.0335
egr1,bioemu,1.7118
egr1,bioemu,2.4729
egr1,bioemu,1.7344
egr1,bioemu,3.219
egr1,bioemu,2.6272
egr1,bioemu,2.832
egr1,bioemu,1.6975
egr1,bioemu,0.7875
egr1,bioemu,0.8204
egr1,bioemu,0.9548
egr1,bioemu,1.4232
egr1,bioemu,0.913
egr1,bioemu,3.9532
egr1,bioemu,0.9431
egr1,bioemu,1.453
egr1,bioemu,1.8526
egr1,bioemu,2.1571
egr1,bioemu,1.3044
egr1,bioemu,0.9016
egr1,bioemu,1.6908
egr1,bioemu,2.4043
egr1,bioemu,1.394
egr1,bioemu,1.2028
egr1,bioemu,1.1595
egr1,bioemu,0.7503
egr1,bioemu,11.9365
egr1,bioemu,5.8239
egr1,bioemu,0.9953
egr1,bioemu,10.1178
egr1,bioemu,0.9409
egr1,bioemu,1.2401
egr1,bioemu,3.0114
egr1,bioemu,1.3858
egr1,bioemu,1.1572
egr1,bioemu,1.1803
egr1,bioemu,2.3974
egr1,bioemu,2.0563
egr1,bioemu,1.8767
egr1,bioemu,11.4967
egr1,bioemu,6.633
egr1,bioemu,1.7376
egr1,bioemu,0.7224
egr1,bioemu,0.8815
egr1,bioemu,1.8697
egr1,bioemu,2.2356
egr1,bioemu,2.7956
egr1,bioemu,1.1057
egr1,bioemu,2.1046
egr1,bioemu,1.3945
egr1,bioemu,1.5122
egr1,bioemu,0.5715
egr1,bioemu,2.1055
egr1,bioemu,1.661
egr1,bioemu,2.1769
egr1,bioemu,1.0773
egr1,bioemu,0.7953
egr1,bioemu,0.9062
egr1,bioemu,1.3624
egr1,bioemu,0.8423
egr1,bioemu,3.7014
egr1,bioemu,1.0901
egr1,bioemu,1.2292
egr1,bioemu,2.0296
egr1,bioemu,2.1041
egr1,bioemu,1.5718
egr1,bioemu,1.0075
egr1,bioemu,1.5651
egr1,bioemu,2.3274
egr1,bioemu,1.0236
egr1,bioemu,0.954
egr1,bioemu,1.164
egr1,bioemu,1.1353
egr1,bioemu,11.9523
egr1,bioemu,5.4347
egr1,bioemu,0.9371
egr1,bioemu,10.2464
egr1,bioemu,0.8071
egr1,bioemu,0.9976
egr1,bioemu,2.947
egr1,bioemu,1.6145
egr1,bioemu,1.4587
egr1,bioemu,1.2885
egr1,bioemu,2.4807
egr1,bioemu,2.0984
egr1,bioemu,1.8454
egr1,bioemu,11.3713
egr1,bioemu,6.4921
egr1,bioemu,1.7632
egr1,bioemu,0.6339
egr1,bioemu,1.0657
egr1,bioemu,1.8168
egr1,bioemu,1.8666
egr1,bioemu,2.6613
egr1,bioemu,1.464
egr1,bioemu,2.2256
egr1,bioemu,1.4844
egr1,bioemu,1.2697
egr1,bioemu,0.8124
egr1,bioemu,2.0503
egr1,bioemu,1.3667
egr1,bioemu,2.3399
egr1,bioemu,0.9826
egr1,bioemu,0.9687
egr1,bioemu,1.9068
egr1,bioemu,1.223
egr1,bioemu,4.2854
egr1,bioemu,0.6155
egr1,bioemu,1.8444
egr1,bioemu,2.1641
egr1,bioemu,2.2131
egr1,bioemu,1.6204
egr1,bioemu,1.3787
egr1,bioemu,2.1372
egr1,bioemu,2.7281
egr1,bioemu,1.2426
egr1,bioemu,1.2749
egr1,bioemu,1.6073
egr1,bioemu,0.8783
egr1,bioemu,11.5928
egr1,bioemu,5.9699
egr1,bioemu,1.2422
egr1,bioemu,10.3993
egr1,bioemu,1.2895
egr1,bioemu,1.6518
egr1,bioemu,3.4194
egr1,bioemu,1.3847
egr1,bioemu,1.3343
egr1,bioemu,1.2141
egr1,bioemu,2.2896
egr1,bioemu,2.3812
egr1,bioemu,2.2985
egr1,bioemu,11.7241
egr1,bioemu,7.0068
egr1,bioemu,2.2325
egr1,bioemu,0.6287
egr1,bioemu,1.1068
egr1,bioemu,1.7954
egr1,bioemu,2.1999
egr1,bioemu,3.2411
egr1,bioemu,1.3736
egr1,bioemu,2.2612
egr1,bioemu,0.8965
egr1,bioemu,1.7359
egr1,bioemu,1.0267
egr1,bioemu,2.573
egr1,bioemu,1.9638
egr1,bioemu,2.6653
egr1,bioemu,0.8298
egr1,bioemu,1.5624
egr1,bioemu,0.7692
egr1,bioemu,3.8794
egr1,bioemu,0.9417
egr1,bioemu,1.6102
egr1,bioemu,2.5378
egr1,bioemu,2.1943
egr1,bioemu,1.4831
egr1,bioemu,0.9462
egr1,bioemu,1.8267
egr1,bioemu,2.8186
egr1,bioemu,1.0634
egr1,bioemu,1.6892
egr1,bioemu,1.5309
egr1,bioemu,1.2776
egr1,bioemu,11.9802
egr1,bioemu,5.5772
egr1,bioemu,1.3014
egr1,bioemu,10.3454
egr1,bioemu,1.2245
egr1,bioemu,1.3585
egr1,bioemu,3.1681
egr1,bioemu,1.916
egr1,bioemu,1.6707
egr1,bioemu,1.7207
egr1,bioemu,2.0119
egr1,bioemu,2.3959
egr1,bioemu,2.0026
egr1,bioemu,11.685
egr1,bioemu,6.7231
egr1,bioemu,2.1168
egr1,bioemu,1.1884
egr1,bioemu,1.0231
egr1,bioemu,2.1147
egr1,bioemu,2.4643
egr1,bioemu,2.9897
egr1,bioemu,1.3353
egr1,bioemu,2.6101
egr1,bioemu,1.7038
egr1,bioemu,1.5715
egr1,bioemu,1.1323
egr1,bioemu,2.463
egr1,bioemu,1.7357
egr1,bioemu,2.251
egr1,bioemu,1.4022
egr1,bioemu,1.0276
egr1,bioemu,2.6992
egr1,bioemu,2.0941
egr1,bioemu,0.6695
egr1,bioemu,2.0254
egr1,bioemu,2.6062
egr1,bioemu,2.0505
egr1,bioemu,0.8733
egr1,bioemu,0.8873
egr1,bioemu,1.8888
egr1,bioemu,1.85
egr1,bioemu,1.5484
egr1,bioemu,0.9912
egr1,bioemu,1.8792
egr1,bioemu,12.5795
egr1,bioemu,4.8665
egr1,bioemu,1.1968
egr1,bioemu,9.6783
egr1,bioemu,1.0291
egr1,bioemu,0.7349
egr1,bioemu,1.8555
egr1,bioemu,2.1735
egr1,bioemu,1.8704
egr1,bioemu,1.8283
egr1,bioemu,3.0098
egr1,bioemu,1.6727
egr1,bioemu,1.3782
egr1,bioemu,10.7075
egr1,bioemu,5.5991
egr1,bioemu,0.9731
egr1,bioemu,1.6479
egr1,bioemu,1.4325
egr1,bioemu,2.3894
egr1,bioemu,1.955
egr1,bioemu,1.5953
egr1,bioemu,1.8952
egr1,bioemu,2.2707
egr1,bioemu,2.533
egr1,bioemu,1.1085
egr1,bioemu,1.2823
egr1,bioemu,1.3401
egr1,bioemu,1.1309
egr1,bioemu,1.7869
egr1,bioemu,2.0566
egr1,bioemu,3.3593
egr1,bioemu,1.337
egr1,bioemu,1.089
egr1,bioemu,2.1755
egr1,bioemu,2.2977
egr1,bioemu,1.6245
egr1,bioemu,0.4989
egr1,bioemu,1.2435
egr1,bioemu,2.2488
egr1,bioemu,1.3935
egr1,bioemu,1.4913
egr1,bioemu,1.0171
egr1,bioemu,1.3024
egr1,bioemu,12.166
egr1,bioemu,5.2981
egr1,bioemu,0.9481
egr1,bioemu,9.9997
egr1,bioemu,0.8051
egr1,bioemu,0.913
egr1,bioemu,2.5925
egr1,bioemu,1.7879
egr1,bioemu,1.4865
egr1,bioemu,1.5107
egr1,bioemu,2.53
egr1,bioemu,1.8524
egr1,bioemu,1.4813
egr1,bioemu,11.2909
egr1,bioemu,6.1882
egr1,bioemu,1.5059
egr1,bioemu,1.1907
egr1,bioemu,0.802
egr1,bioemu,1.9333
