pilot,source,pairwise_ca_rmsd
foxa,bioemu,5.8485
foxa,bioemu,7.7121
foxa,bioemu,7.05
foxa,bioemu,6.2299
foxa,bioemu,6.9998
foxa,bioemu,5.1828
foxa,bioemu,4.4501
foxa,bioemu,7.047
foxa,bioemu,4.2618
foxa,bioemu,8.7355
foxa,bioemu,6.3208
foxa,bioemu,6.0827
foxa,bioemu,6.2772
foxa,bioemu,7.3089
foxa,bioemu,6.5066
foxa,bioemu,4.7184
foxa,bioemu,7.577
foxa,bioemu,8.0945
foxa,bioemu,6.1959
foxa,bioemu,6.1941
foxa,bioemu,3.8844
foxa,bioemu,5.6887
foxa,bioemu,6.7282
foxa,bioemu,7.8306
foxa,bioemu,6.0506
foxa,bioemu,5.7979
foxa,bioemu,8.0861
foxa,bioemu,5.1371
foxa,bioemu,6.4479
foxa,bioemu,6.6018
foxa,bioemu,3.5782
foxa,bioemu,5.8958
foxa,bioemu,4.7141
foxa,bioemu,5.1963
foxa,bioemu,4.6006
foxa,bioemu,7.5085
foxa,bioemu,6.24
foxa,bioemu,7.063
foxa,bioemu,4.2357
foxa,bioemu,6.1139
foxa,bioemu,7.9026
foxa,bioemu,4.7343
foxa,bioemu,6.8524
foxa,bioemu,7.3498
foxa,bioemu,4.0971
foxa,bioemu,8.3382
foxa,bioemu,5.7552
foxa,bioemu,7.3662
foxa,bioemu,6.6667
foxa,bioemu,6.5368
foxa,bioemu,6.0507
foxa,bioemu,6.3645
foxa,bioemu,8.0824
foxa,bioemu,5.129
foxa,bioemu,10.3121
foxa,bioemu,6.1185
foxa,bioemu,5.8746
foxa,bioemu,6.6916
foxa,bioemu,4.615
foxa,bioemu,7.3413
foxa,bioemu,6.0003
foxa,bioemu,6.5975
foxa,bioemu,5.6101
foxa,bioemu,5.5802
foxa,bioemu,6.9082
foxa,bioemu,5.2502
foxa,bioemu,5.5858
foxa,bioemu,6.7581
foxa,bioemu,7.2234
foxa,bioemu,5.6794
foxa,bioemu,8.8057
foxa,bioemu,7.1543
foxa,bioemu,6.4159
foxa,bioemu,7.9076
foxa,bioemu,13.0283
foxa,bioemu,8.4439
foxa,bioemu,8.0131
foxa,bioemu,7.8767
foxa,bioemu,6.6944
foxa,bioemu,4.7315
foxa,bioemu,6.9553
foxa,bioemu,4.7698
foxa,bioemu,4.3952
foxa,bioemu,6.6072
foxa,bioemu,9.6696
foxa,bioemu,4.8729
foxa,bioemu,5.1664
foxa,bioemu,6.3419
foxa,bioemu,5.2517
foxa,bioemu,4.3945
foxa,bioemu,5.8374
foxa,bioemu,5.0962
foxa,bioemu,6.3795
foxa,bioemu,7.3676
foxa,bioemu,5.702
foxa,bioemu,8.1581
foxa,bioemu,4.8709
foxa,bioemu,5.0106
foxa,bioemu,5.8286
foxa,bioemu,4.4783
foxa,bioemu,5.2701
foxa,bioemu,8.2522
foxa,bioemu,5.5117
foxa,bioemu,4.5993
foxa,bioemu,7.5283
foxa,bioemu,5.0799
foxa,bioemu,5.3184
foxa,bioemu,6.5995
foxa,bioemu,6.2763
foxa,bioemu,5.2341
foxa,bioemu,8.0143
foxa,bioemu,5.6752
foxa,bioemu,6.1506
foxa,bioemu,4.8897
foxa,bioemu,4.9762
foxa,bioemu,4.699
foxa,bioemu,6.5971
foxa,bioemu,5.2576
foxa,bioemu,5.5446
foxa,bioemu,4.2517
foxa,bioemu,6.9374
foxa,bioemu,5.6089
foxa,bioemu,8.0904
foxa,bioemu,5.7096
foxa,bioemu,5.6316
foxa,bioemu,4.4272
foxa,bioemu,5.0735
foxa,bioemu,5.9014
foxa,bioemu,6.1036
foxa,bioemu,5.1416
foxa,bioemu,6.0736
foxa,bioemu,5.2549
foxa,bioemu,7.7673
foxa,bioemu,5.4208
foxa,bioemu,5.3652
foxa,bioemu,4.1989
foxa,bioemu,8.5868
foxa,bioemu,4.4687
foxa,bioemu,5.1101
foxa,bioemu,5.5402
foxa,bioemu,5.9368
foxa,bioemu,5.5578
foxa,bioemu,5.0238
foxa,bioemu,6.0136
foxa,bioemu,4.4317
foxa,bioemu,5.0052
foxa,bioemu,6.3244
foxa,bioemu,5.5844
foxa,bioemu,6.4254
foxa,bioemu,5.7751
foxa,bioemu,4.8718
foxa,bioemu,7.4241
foxa,bioemu,12.9617
foxa,bioemu,5.6713
foxa,bioemu,6.8138
foxa,bioemu,5.6721
foxa,bioemu,5.2249
foxa,bioemu,8.1239
foxa,bioemu,6.218
foxa,bioemu,3.1845
foxa,bioemu,6.2483
foxa,bioemu,9.2855
foxa,bioemu,6.0628
foxa,bioemu,3.277
foxa,bioemu,3.8645
foxa,bioemu,3.6637
foxa,bioemu,3.3206
foxa,bioemu,5.1866
foxa,bioemu,4.7784
foxa,bioemu,5.175
foxa,bioemu,7.2023
foxa,bioemu,3.3736
foxa,bioemu,5.5358
foxa,bioemu,2.5501
foxa,bioemu,2.6906
foxa,bioemu,5.6396
foxa,bioemu,3.0988
foxa,bioemu,3.054
foxa,bioemu,9.5325
foxa,bioemu,5.537
foxa,bioemu,3.4481
foxa,bioemu,5.5806
foxa,bioemu,3.9894
foxa,bioemu,2.7223
foxa,bioemu,3.6586
foxa,bioemu,4.7488
foxa,bioemu,2.9302
foxa,bioemu,7.989
foxa,bioemu,2.9888
foxa,bioemu,6.4458
foxa,bioemu,5.4613
foxa,bioemu,2.0371
foxa,bioemu,2.8272
foxa,bioemu,5.0845
foxa,bioemu,2.3642
foxa,bioemu,5.0289
foxa,bioemu,4.0604
foxa,bioemu,4.3901
foxa,bioemu,4.4478
foxa,bioemu,6.9592
foxa,bioemu,5.301
foxa,bioemu,4.0522
foxa,bioemu,3.3642
foxa,bioemu,5.0974
foxa,bioemu,3.0223
foxa,bioemu,5.3547
foxa,bioemu,3.5611
foxa,bioemu,4.3182
foxa,bioemu,2.9991
foxa,bioemu,6.1856
foxa,bioemu,2.6917
foxa,bioemu,2.4416
foxa,bioemu,3.5515
foxa,bioemu,6.2815
foxa,bioemu,4.1197
foxa,bioemu,3.708
foxa,bioemu,4.424
foxa,bioemu,6.0494
foxa,bioemu,2.637
foxa,bioemu,5.1688
foxa,bioemu,5.3513
foxa,bioemu,3.7944
foxa,bioemu,2.3011
foxa,bioemu,3.7115
foxa,bioemu,2.87
foxa,bioemu,6.5891
foxa,bioemu,3.6512
foxa,bioemu,2.4139
foxa,bioemu,5.5672
foxa,bioemu,12.2588
foxa,bioemu,3.6399
foxa,bioemu,3.7728
foxa,bioemu,2.9605
foxa,bioemu,4.3456
foxa,bioemu,5.6287
foxa,bioemu,3.4296
foxa,bioemu,6.3107
foxa,bioemu,9.589
foxa,bioemu,6.5041
foxa,bioemu,4.4976
foxa,bioemu,4.2507
foxa,bioemu,4.0043
foxa,bioemu,3.7902
foxa,bioemu,5.6443
foxa,bioemu,5.2217
foxa,bioemu,5.8382
foxa,bioemu,7.3449
foxa,bioemu,3.2722
foxa,bioemu,5.1076
foxa,bioemu,3.7023
foxa,bioemu,3.5301
foxa,bioemu,6.3792
foxa,bioemu,3.9768
foxa,bioemu,3.4967
foxa,bioemu,10.4005
foxa,bioemu,6.1702
foxa,bioemu,3.7726
foxa,bioemu,5.5544
foxa,bioemu,4.3405
foxa,bioemu,3.5659
foxa,bioemu,4.5273
foxa,bioemu,5.7962
foxa,bioemu,3.7611
foxa,bioemu,8.0161
foxa,bioemu,4.4378
foxa,bioemu,7.0627
foxa,bioemu,5.3006
foxa,bioemu,3.505
foxa,bioemu,2.7873
foxa,bioemu,6.1567
foxa,bioemu,3.5596
foxa,bioemu,4.7675
foxa,bioemu,4.973
foxa,bioemu,4.8618
foxa,bioemu,3.6709
foxa,bioemu,7.4812
foxa,bioemu,4.6528
foxa,bioemu,5.0035
foxa,bioemu,3.6957
foxa,bioemu,5.9777
foxa,bioemu,4.1305
foxa,bioemu,6.1539
foxa,bioemu,3.8954
foxa,bioemu,4.7002
foxa,bioemu,4.6086
foxa,bioemu,6.4989
foxa,bioemu,3.7432
foxa,bioemu,3.7225
foxa,bioemu,2.883
foxa,bioemu,7.1555
foxa,bioemu,4.5603
foxa,bioemu,4.3748
foxa,bioemu,4.2934
foxa,bioemu,6.7528
foxa,bioemu,4.033
foxa,bioemu,5.7759
foxa,bioemu,5.963
foxa,bioemu,4.6793
foxa,bioemu,3.1987
foxa,bioemu,4.2199
foxa,bioemu,4.1231
foxa,bioemu,6.7763
foxa,bioemu,4.1848
foxa,bioemu,3.5285
foxa,bioemu,5.1824
foxa,bioemu,12.1703
foxa,bioemu,4.0174
foxa,bioemu,4.3993
foxa,bioemu,3.613
foxa,bioemu,4.1361
foxa,bioemu,6.4389
foxa,bioemu,3.963
foxa,bioemu,7.2049
foxa,bioemu,6.439
foxa,bioemu,5.0812
foxa,bioemu,7.98
foxa,bioemu,6.4138
foxa,bioemu,5.9964
foxa,bioemu,5.4087
foxa,bioemu,7.1719
foxa,bioemu,5.2614
foxa,bioemu,6.0451
foxa,bioemu,6.8386
foxa,bioemu,7.3075
foxa,bioemu,6.077
foxa,bioemu,6.2757
foxa,bioemu,4.7239
foxa,bioemu,5.6189
foxa,bioemu,6.345
foxa,bioemu,8.9886
foxa,bioemu,5.1923
foxa,bioemu,5.4385
foxa,bioemu,7.8173
foxa,bioemu,4.8851
foxa,bioemu,6.2957
foxa,bioemu,6.7205
foxa,bioemu,5.318
foxa,bioemu,6.0054
foxa,bioemu,5.2961
foxa,bioemu,5.8406
foxa,bioemu,4.988
foxa,bioemu,5.9694
foxa,bioemu,5.8281
foxa,bioemu,7.0736
foxa,bioemu,5.4271
foxa,bioemu,6.2023
foxa,bioemu,5.7425
foxa,bioemu,5.0463
foxa,bioemu,6.5173
foxa,bioemu,6.6305
foxa,bioemu,6.0838
foxa,bioemu,7.7204
foxa,bioemu,5.1797
foxa,bioemu,7.0143
foxa,bioemu,6.0002
foxa,bioemu,5.8901
foxa,bioemu,5.738
foxa,bioemu,6.0254
foxa,bioemu,6.7703
foxa,bioemu,5.6346
foxa,bioemu,9.1055
foxa,bioemu,5.8326
foxa,bioemu,5.7552
foxa,bioemu,6.1813
foxa,bioemu,6.5223
foxa,bioemu,6.7121
foxa,bioemu,5.4434
foxa,bioemu,4.6527
foxa,bioemu,7.3284
foxa,bioemu,6.0754
foxa,bioemu,7.3503
foxa,bioemu,4.4283
foxa,bioemu,5.1174
foxa,bioemu,6.7952
foxa,bioemu,6.5524
foxa,bioemu,6.0058
foxa,bioemu,7.5026
foxa,bioemu,6.3447
foxa,bioemu,5.9207
foxa,bioemu,7.4762
foxa,bioemu,13.9771
foxa,bioemu,7.6378
foxa,bioemu,7.3559
foxa,bioemu,7.4892
foxa,bioemu,4.9562
foxa,bioemu,6.9586
foxa,bioemu,6.6362
foxa,bioemu,9.3713
foxa,bioemu,7.4101
foxa,bioemu,11.5043
foxa,bioemu,9.0852
foxa,bioemu,8.6211
foxa,bioemu,8.7373
foxa,bioemu,9.7331
foxa,bioemu,8.9696
foxa,bioemu,5.9164
foxa,bioemu,9.9786
foxa,bioemu,9.1464
foxa,bioemu,9.2851
foxa,bioemu,8.9119
foxa,bioemu,6.4866
foxa,bioemu,8.6355
foxa,bioemu,8.8675
foxa,bioemu,8.8507
foxa,bioemu,8.55
foxa,bioemu,8.4044
foxa,bioemu,9.7953
foxa,bioemu,7.7552
foxa,bioemu,9.4072
foxa,bioemu,9.0092
foxa,bioemu,6.2179
foxa,bioemu,8.71
foxa,bioemu,3.9325
foxa,bioemu,8.2488
foxa,bioemu,6.4787
foxa,bioemu,9.9983
foxa,bioemu,9.1691
foxa,bioemu,9.6223
foxa,bioemu,7.1955
foxa,bioemu,8.8421
foxa,bioemu,10.3932
foxa,bioemu,7.7061
foxa,bioemu,9.398
foxa,bioemu,8.8156
foxa,bioemu,4.7342
foxa,bioemu,10.5403
foxa,bioemu,8.5645
foxa,bioemu,10.3525
foxa,bioemu,9.6879
foxa,bioemu,9.0543
foxa,bioemu,8.8252
foxa,bioemu,9.2522
foxa,bioemu,10.6756
foxa,bioemu,8.1801
foxa,bioemu,12.8882
foxa,bioemu,8.9827
foxa,bioemu,8.8618
foxa,bioemu,9.1014
foxa,bioemu,5.798
foxa,bioemu,9.9975
foxa,bioemu,8.6701
foxa,bioemu,8.6022
foxa,bioemu,8.1336
foxa,bioemu,8.42
foxa,bioemu,9.1929
foxa,bioemu,8.0498
foxa,bioemu,8.3433
foxa,bioemu,9.6373
foxa,bioemu,9.6947
foxa,bioemu,8.5177
foxa,bioemu,11.1641
foxa,bioemu,9.6783
foxa,bioemu,9.5908
foxa,bioemu,9.7226
foxa,bioemu,13.7451
foxa,bioemu,11.0115
foxa,bioemu,10.4981
foxa,bioemu,10.3154
foxa,bioemu,8.7692
foxa,bioemu,5.8453
foxa,bioemu,9.0003
foxa,bioemu,5.8415
foxa,bioemu,7.4192
foxa,bioemu,6.5267
foxa,bioemu,6.7653
foxa,bioemu,4.8618
foxa,bioemu,6.5954
foxa,bioemu,5.2226
foxa,bioemu,7.1803
foxa,bioemu,7.0794
foxa,bioemu,9.5282
foxa,bioemu,6.5241
foxa,bioemu,6.7451
foxa,bioemu,5.4129
foxa,bioemu,5.7031
foxa,bioemu,6.8835
foxa,bioemu,6.4737
foxa,bioemu,3.7829
foxa,bioemu,6.3951
foxa,bioemu,9.0769
foxa,bioemu,5.4157
foxa,bioemu,6.9647
foxa,bioemu,7.7797
foxa,bioemu,6.2289
foxa,bioemu,6.6436
foxa,bioemu,8.5649
foxa,bioemu,6.8658
foxa,bioemu,4.887
foxa,bioemu,4.4919
foxa,bioemu,6.2722
foxa,bioemu,7.082
foxa,bioemu,6.3252
foxa,bioemu,6.8044
foxa,bioemu,5.5916
foxa,bioemu,4.1844
foxa,bioemu,8.1371
foxa,bioemu,7.3897
foxa,bioemu,8.4642
foxa,bioemu,6.9281
foxa,bioemu,5.2457
foxa,bioemu,6.5199
foxa,bioemu,4.1796
foxa,bioemu,7.2003
foxa,bioemu,4.333
foxa,bioemu,6.7018
foxa,bioemu,6.9167
foxa,bioemu,5.7508
foxa,bioemu,7.9317
foxa,bioemu,5.9701
foxa,bioemu,6.5054
foxa,bioemu,7.0145
foxa,bioemu,9.0784
foxa,bioemu,4.8717
foxa,bioemu,5.4693
foxa,bioemu,5.9955
foxa,bioemu,6.218
foxa,bioemu,6.7983
foxa,bioemu,7.0737
foxa,bioemu,5.3918
foxa,bioemu,4.7545
foxa,bioemu,6.8155
foxa,bioemu,7.6871
foxa,bioemu,6.768
foxa,bioemu,4.7909
foxa,bioemu,7.1822
foxa,bioemu,5.7944
foxa,bioemu,9.1402
foxa,bioemu,14.5418
foxa,bioemu,6.8052
foxa,bioemu,8.1361
foxa,bioemu,7.4053
foxa,bioemu,5.4514
foxa,bioemu,9.0412
foxa,bioemu,8.0132
foxa,bioemu,5.7862
foxa,bioemu,3.9681
foxa,bioemu,3.9445
foxa,bioemu,4.7122
foxa,bioemu,5.5332
foxa,bioemu,5.1576
foxa,bioemu,5.146
foxa,bioemu,5.0809
foxa,bioemu,6.4589
foxa,bioemu,3.1832
foxa,bioemu,3.2139
foxa,bioemu,4.0297
foxa,bioemu,3.0143
foxa,bioemu,4.0087
foxa,bioemu,8.7152
foxa,bioemu,4.6628
foxa,bioemu,3.8978
foxa,bioemu,6.4845
foxa,bioemu,2.9813
foxa,bioemu,3.2043
foxa,bioemu,4.0827
foxa,bioemu,2.9884
foxa,bioemu,3.4803
foxa,bioemu,6.3839
foxa,bioemu,2.4229
foxa,bioemu,4.8476
foxa,bioemu,5.7605
foxa,bioemu,3.1896
foxa,bioemu,4.4107
foxa,bioemu,3.5527
foxa,bioemu,3.0517
foxa,bioemu,5.8112
foxa,bioemu,3.0982
foxa,bioemu,4.3445
foxa,bioemu,5.3705
foxa,bioemu,5.5079
foxa,bioemu,6.4997
foxa,bioemu,3.5982
foxa,bioemu,4.7776
foxa,bioemu,5.1982
foxa,bioemu,4.2917
foxa,bioemu,4.5463
foxa,bioemu,3.692
foxa,bioemu,5.5812
foxa,bioemu,2.7104
foxa,bioemu,8.0763
foxa,bioemu,3.2949
foxa,bioemu,3.0129
foxa,bioemu,4.3267
foxa,bioemu,5.3938
foxa,bioemu,4.4881
foxa,bioemu,3.4509
foxa,bioemu,4.4008
foxa,bioemu,5.1307
foxa,bioemu,2.8925
foxa,bioemu,5.8658
foxa,bioemu,4.4829
foxa,bioemu,3.4201
foxa,bioemu,3.401
foxa,bioemu,4.5137
foxa,bioemu,2.6744
foxa,bioemu,7.1887
foxa,bioemu,4.7994
foxa,bioemu,3.2431
foxa,bioemu,6.2496
foxa,bioemu,12.8295
foxa,bioemu,5.5734
foxa,bioemu,5.0369
foxa,bioemu,4.8137
foxa,bioemu,4.6958
foxa,bioemu,4.8756
foxa,bioemu,4.5918
foxa,bioemu,5.6888
foxa,bioemu,5.3643
foxa,bioemu,5.7949
foxa,bioemu,5.9019
foxa,bioemu,6.0358
foxa,bioemu,9.1025
foxa,bioemu,3.6142
foxa,bioemu,5.0671
foxa,bioemu,4.4975
foxa,bioemu,4.7393
foxa,bioemu,7.8952
foxa,bioemu,5.3064
foxa,bioemu,4.5089
foxa,bioemu,11.0027
foxa,bioemu,6.7336
foxa,bioemu,5.1817
foxa,bioemu,5.7283
foxa,bioemu,6.1874
foxa,bioemu,4.4643
foxa,bioemu,5.4222
foxa,bioemu,7.0523
foxa,bioemu,4.8249
foxa,bioemu,10.3557
foxa,bioemu,5.4008
foxa,bioemu,8.6134
foxa,bioemu,5.9554
foxa,bioemu,4.0321
foxa,bioemu,4.4008
foxa,bioemu,7.2107
foxa,bioemu,4.2145
foxa,bioemu,4.9684
foxa,bioemu,6.3815
foxa,bioemu,5.3941
foxa,bioemu,4.732
foxa,bioemu,8.5528
foxa,bioemu,5.6128
foxa,bioemu,5.3568
foxa,bioemu,4.5161
foxa,bioemu,5.9351
foxa,bioemu,4.6245
foxa,bioemu,6.1311
foxa,bioemu,4.9954
foxa,bioemu,3.5395
foxa,bioemu,5.4757
foxa,bioemu,4.4644
foxa,bioemu,4.4053
foxa,bioemu,4.0375
foxa,bioemu,5.1598
foxa,bioemu,7.947
foxa,bioemu,5.5649
foxa,bioemu,5.0507
foxa,bioemu,5.6606
foxa,bioemu,7.441
foxa,bioemu,4.8336
foxa,bioemu,6.9138
foxa,bioemu,6.8053
foxa,bioemu,5.8181
foxa,bioemu,3.823
foxa,bioemu,3.8965
foxa,bioemu,4.903
foxa,bioemu,6.2016
foxa,bioemu,4.1584
foxa,bioemu,4.0406
foxa,bioemu,6.015
foxa,bioemu,11.5976
foxa,bioemu,3.0507
foxa,bioemu,3.6751
foxa,bioemu,3.0272
foxa,bioemu,5.1383
foxa,bioemu,7.5335
foxa,bioemu,4.5335
foxa,bioemu,4.8523
foxa,bioemu,5.6135
foxa,bioemu,6.2918
foxa,bioemu,5.7728
foxa,bioemu,6.8348
foxa,bioemu,4.3181
foxa,bioemu,6.3111
foxa,bioemu,3.632
foxa,bioemu,3.465
foxa,bioemu,5.5633
foxa,bioemu,3.7646
foxa,bioemu,4.3139
foxa,bioemu,10.4167
foxa,bioemu,5.9987
foxa,bioemu,4.1927
foxa,bioemu,6.0714
foxa,bioemu,3.8891
foxa,bioemu,3.5152
foxa,bioemu,4.3702
foxa,bioemu,4.9223
foxa,bioemu,4.397
foxa,bioemu,8.132
foxa,bioemu,3.6598
foxa,bioemu,6.5308
foxa,bioemu,5.8137
foxa,bioemu,3.8528
foxa,bioemu,3.612
foxa,bioemu,4.917
foxa,bioemu,3.5469
foxa,bioemu,5.5614
foxa,bioemu,4.4043
foxa,bioemu,4.2088
foxa,bioemu,5.2814
foxa,bioemu,7.4302
foxa,bioemu,5.7423
foxa,bioemu,4.9622
foxa,bioemu,4.3945
foxa,bioemu,6.1969
foxa,bioemu,4.5124
foxa,bioemu,5.8685
foxa,bioemu,3.7245
foxa,bioemu,5.7139
foxa,bioemu,4.0279
foxa,bioemu,7.5786
foxa,bioemu,3.9515
foxa,bioemu,4.3476
foxa,bioemu,4.0238
foxa,bioemu,6.7972
foxa,bioemu,4.4324
foxa,bioemu,3.9386
foxa,bioemu,4.8106
foxa,bioemu,6.2563
foxa,bioemu,3.6596
foxa,bioemu,6.4543
foxa,bioemu,5.4102
foxa,bioemu,4.9286
foxa,bioemu,3.1984
foxa,bioemu,4.9792
foxa,bioemu,3.742
foxa,bioemu,7.7699
foxa,bioemu,5.525
foxa,bioemu,4.0931
foxa,bioemu,5.5566
foxa,bioemu,13.2927
foxa,bioemu,5.2038
foxa,bioemu,4.83
foxa,bioemu,4.892
foxa,bioemu,4.9722
foxa,bioemu,5.8636
foxa,bioemu,4.6692
foxa,bioemu,5.6645
foxa,bioemu,4.1118
foxa,bioemu,6.0155
foxa,bioemu,6.8333
foxa,bioemu,4.5554
foxa,bioemu,6.3238
foxa,bioemu,3.7669
foxa,bioemu,3.5592
foxa,bioemu,5.8263
foxa,bioemu,3.7317
foxa,bioemu,3.6017
foxa,bioemu,8.9523
foxa,bioemu,5.9692
foxa,bioemu,4.123
foxa,bioemu,6.2185
foxa,bioemu,4.5754
foxa,bioemu,3.7815
foxa,bioemu,4.9843
foxa,bioemu,5.2858
foxa,bioemu,3.2825
foxa,bioemu,6.922
foxa,bioemu,4.0517
foxa,bioemu,6.2115
foxa,bioemu,6.1926
foxa,bioemu,3.0513
foxa,bioemu,3.3652
foxa,bioemu,6.1864
foxa,bioemu,3.624
foxa,bioemu,6.2678
foxa,bioemu,4.7849
foxa,bioemu,5.8623
foxa,bioemu,4.7634
foxa,bioemu,6.2083
foxa,bioemu,5.6516
foxa,bioemu,4.857
foxa,bioemu,4.0956
foxa,bioemu,5.755
foxa,bioemu,4.0168
foxa,bioemu,6.4048
foxa,bioemu,4.0901
foxa,bioemu,5.2676
foxa,bioemu,3.887
foxa,bioemu,7.3037
foxa,bioemu,4.5196
foxa,bioemu,3.5181
foxa,bioemu,3.7446
foxa,bioemu,6.1238
foxa,bioemu,5.4762
foxa,bioemu,5.0565
foxa,bioemu,5.238
foxa,bioemu,6.1545
foxa,bioemu,3.9058
foxa,bioemu,3.9859
foxa,bioemu,6.1018
foxa,bioemu,3.6799
foxa,bioemu,3.8733
foxa,bioemu,4.754
foxa,bioemu,3.9268
foxa,bioemu,7.2154
foxa,bioemu,3.8021
foxa,bioemu,3.8837
foxa,bioemu,6.6501
foxa,bioemu,12.0979
foxa,bioemu,5.3531
foxa,bioemu,5.4283
foxa,bioemu,4.1446
foxa,bioemu,5.3554
foxa,bioemu,5.7151
foxa,bioemu,4.187
foxa,bioemu,5.9716
foxa,bioemu,3.3362
foxa,bioemu,5.6927
foxa,bioemu,5.8949
foxa,bioemu,7.3367
foxa,bioemu,5.6074
foxa,bioemu,5.8451
foxa,bioemu,5.5029
foxa,bioemu,4.4024
foxa,bioemu,6.0969
foxa,bioemu,7.7805
foxa,bioemu,3.4394
foxa,bioemu,5.8157
foxa,bioemu,7.7732
foxa,bioemu,4.2958
foxa,bioemu,5.6033
foxa,bioemu,6.6496
foxa,bioemu,5.5394
foxa,bioemu,5.52
foxa,bioemu,8.2283
foxa,bioemu,5.8785
foxa,bioemu,4.7551
foxa,bioemu,4.2364
foxa,bioemu,5.0884
foxa,bioemu,6.2018
foxa,bioemu,5.8188
foxa,bioemu,5.6224
foxa,bioemu,4.9692
foxa,bioemu,4.5283
foxa,bioemu,6.4098
foxa,bioemu,6.2258
foxa,bioemu,6.5702
foxa,bioemu,6.8801
foxa,bioemu,4.1587
foxa,bioemu,5.9588
foxa,bioemu,3.9014
foxa,bioemu,5.9478
foxa,bioemu,3.139
foxa,bioemu,5.674
foxa,bioemu,5.1497
foxa,bioemu,5.174
foxa,bioemu,6.4606
foxa,bioemu,5.2371
foxa,bioemu,5.0469
foxa,bioemu,6.0059
foxa,bioemu,7.1127
foxa,bioemu,5.6581
foxa,bioemu,4.5997
foxa,bioemu,5.5721
foxa,bioemu,5.5322
foxa,bioemu,5.8174
foxa,bioemu,6.7705
foxa,bioemu,4.0871
foxa,bioemu,4.151
foxa,bioemu,5.7279
foxa,bioemu,6.3292
foxa,bioemu,5.6515
foxa,bioemu,4.4027
foxa,bioemu,5.7716
foxa,bioemu,4.9682
foxa,bioemu,8.1744
foxa,bioemu,13.5498
foxa,bioemu,6.016
foxa,bioemu,6.8662
foxa,bioemu,6.2749
foxa,bioemu,4.5616
foxa,bioemu,7.2477
foxa,bioemu,6.5675
foxa,bioemu,5.9809
foxa,bioemu,8.0683
foxa,bioemu,5.5592
foxa,bioemu,7.365
foxa,bioemu,5.4772
foxa,bioemu,4.9643
foxa,bioemu,6.4888
foxa,bioemu,5.1934
foxa,bioemu,5.2909
foxa,bioemu,8.1569
foxa,bioemu,6.2135
foxa,bioemu,5.5566
foxa,bioemu,7.125
foxa,bioemu,5.8102
foxa,bioemu,5.256
foxa,bioemu,6.5165
foxa,bioemu,6.4137
foxa,bioemu,4.4235
foxa,bioemu,8.3631
foxa,bioemu,5.662
foxa,bioemu,6.5328
foxa,bioemu,6.0603
foxa,bioemu,4.5614
foxa,bioemu,5.0603
foxa,bioemu,7.2933
foxa,bioemu,5.5215
foxa,bioemu,6.7665
foxa,bioemu,5.8349
foxa,bioemu,7.5318
foxa,bioemu,5.3225
foxa,bioemu,7.5575
foxa,bioemu,5.6111
foxa,bioemu,5.3089
foxa,bioemu,5.5148
foxa,bioemu,5.0495
foxa,bioemu,5.1956
foxa,bioemu,6.7645
foxa,bioemu,5.5956
foxa,bioemu,5.9093
foxa,bioemu,4.9262
foxa,bioemu,6.5976
foxa,bioemu,5.9657
foxa,bioemu,4.9736
foxa,bioemu,5.3161
foxa,bioemu,7.3357
foxa,bioemu,6.0521
foxa,bioemu,6.118
foxa,bioemu,6.4242
foxa,bioemu,6.6799
foxa,bioemu,5.4896
foxa,bioemu,3.7743
foxa,bioemu,6.8773
foxa,bioemu,4.3777
foxa,bioemu,5.5102
foxa,bioemu,5.7331
foxa,bioemu,5.7963
foxa,bioemu,5.7995
foxa,bioemu,3.9898
foxa,bioemu,5.0842
foxa,bioemu,8.5437
foxa,bioemu,12.5128
foxa,bioemu,5.7757
foxa,bioemu,6.9516
foxa,bioemu,5.1696
foxa,bioemu,5.7219
foxa,bioemu,7.0916
foxa,bioemu,5.6068
foxa,bioemu,6.7604
foxa,bioemu,5.671
foxa,bioemu,6.9756
foxa,bioemu,5.7008
foxa,bioemu,6.0871
foxa,bioemu,6.1846
foxa,bioemu,5.0015
foxa,bioemu,6.3179
foxa,bioemu,8.3111
foxa,bioemu,4.4368
foxa,bioemu,5.9287
foxa,bioemu,7.5614
foxa,bioemu,4.5097
foxa,bioemu,5.618
foxa,bioemu,6.5521
foxa,bioemu,6.1048
foxa,bioemu,5.7758
foxa,bioemu,8.5186
foxa,bioemu,5.9335
foxa,bioemu,5.2358
foxa,bioemu,4.6014
foxa,bioemu,5.1294
foxa,bioemu,6.4083
foxa,bioemu,5.9155
foxa,bioemu,5.9576
foxa,bioemu,4.7266
foxa,bioemu,5.2931
foxa,bioemu,6.4252
foxa,bioemu,6.3091
foxa,bioemu,7.2108
foxa,bioemu,6.5102
foxa,bioemu,4.24
foxa,bioemu,6.0124
foxa,bioemu,3.9235
foxa,bioemu,5.66
foxa,bioemu,3.9403
foxa,bioemu,5.8824
foxa,bioemu,5.3172
foxa,bioemu,5.0725
foxa,bioemu,5.7555
foxa,bioemu,5.2528
foxa,bioemu,5.1016
foxa,bioemu,6.3025
foxa,bioemu,6.8629
foxa,bioemu,5.8086
foxa,bioemu,4.693
foxa,bioemu,5.2327
foxa,bioemu,6.0936
foxa,bioemu,6.0939
foxa,bioemu,6.6385
foxa,bioemu,3.8718
foxa,bioemu,4.8295
foxa,bioemu,6.0821
foxa,bioemu,6.2007
