pilot,stage,state,ca_rmsd,nres
engrailed,stage2,077,1.4954,55
engrailed,stage2,078,3.3911,55
engrailed,stage2,079,2.1891,55
engrailed,stage2,080,1.7834,55
engrailed,stage2,081,1.2796,55
engrailed,stage2,082,1.9391,55
engrailed,stage2,083,2.3609,55
engrailed,stage2,084,3.0192,55
engrailed,stage2,085,2.7015,55
engrailed,stage2,086,2.0561,55
engrailed,stage2,087,2.1259,55
engrailed,stage2,088,1.7524,55
engrailed,stage2,089,1.5279,55
engrailed,stage2,090,1.3998,55
engrailed,stage2,091,3.3732,55
engrailed,stage2,092,1.9759,55
engrailed,stage2,093,2.5896,55
engrailed,stage2,094,2.6171,55
engrailed,stage2,095,2.1561,55
engrailed,stage2,096,3.0228,55
engrailed,stage2,097,1.9417,55
engrailed,stage3,001,2.0275,55
engrailed,stage3,002,2.1265,55
engrailed,stage3,003,1.9061,55
engrailed,stage3,004,1.7506,55
engrailed,stage3,005,3.0838,55
engrailed,stage3,006,2.205,55
engrailed,stage3,007,2.2205,55
engrailed,stage3,008,2.9231,55
engrailed,stage3,009,2.8176,55
engrailed,stage3,010,2.7414,55
engrailed,stage3,011,1.8825,55
engrailed,stage3,012,2.2675,55
engrailed,stage3,013,0.8729,55
engrailed,stage3,014,5.3788,55
engrailed,stage3,015,1.5224,55
engrailed,stage3,016,1.3814,55
engrailed,stage3,017,1.6536,55
engrailed,stage3,018,1.8133,55
engrailed,stage3,019,1.9863,55
engrailed,stage3,020,1.4032,55
engrailed,stage3,021,2.5488,55
engrailed,stage3,022,0.9468,55
engrailed,stage3,023,1.9524,55
engrailed,stage3,024,3.1721,55
engrailed,stage3,025,2.0516,55
engrailed,stage3,026,2.1095,55
engrailed,stage3,027,1.6131,55
engrailed,stage3,028,0.6896,55
engrailed,stage3,029,1.8516,55
engrailed,stage3,030,2.1097,55
engrailed,stage3,031,1.3091,55
engrailed,stage3,032,1.1302,55
engrailed,stage3,033,1.8889,55
engrailed,stage3,034,3.2313,55
engrailed,stage3,035,1.6406,55
engrailed,stage3,036,1.2019,55
engrailed,stage3,037,2.3266,55
engrailed,stage3,038,1.6885,55
engrailed,stage3,039,2.9706,55
engrailed,stage3,040,2.1151,55
engrailed,stage3,041,4.4513,55
engrailed,stage3,042,1.5978,55
engrailed,stage3,043,1.1717,55
engrailed,stage3,044,2.3835,55
engrailed,stage3,045,2.4309,55
engrailed,stage3,046,2.4062,55
engrailed,stage3,047,2.5881,55
engrailed,stage3,048,1.8299,55
engrailed,stage3,049,3.2306,55
engrailed,stage3,050,1.4,55
engrailed,stage3,051,1.8566,55
engrailed,stage3,053,1.8975,55
engrailed,stage3,054,1.3601,55
engrailed,stage3,055,1.7805,55
engrailed,stage3,056,1.3135,55
engrailed,stage3,057,1.7927,55
engrailed,stage3,058,3.5087,55
engrailed,stage3,059,2.6363,55
engrailed,stage3,060,2.5543,55
engrailed,stage3,062,1.9527,55
engrailed,stage3,063,0.6898,55
engrailed,stage3,064,0.8352,55
engrailed,stage3,065,1.7163,55
engrailed,stage3,066,1.7628,55
engrailed,stage3,067,3.5747,55
engrailed,stage3,068,0.8981,55
engrailed,stage3,069,1.2135,55
engrailed,stage3,070,1.9383,55
engrailed,stage3,071,2.4161,55
engrailed,stage3,072,2.0846,55
engrailed,stage3,073,2.8237,55
engrailed,stage3,074,1.4082,55
engrailed,stage3,075,2.4062,55
engrailed,stage3,076,2.0371,55
engrailed,stage3,077,1.4666,55
engrailed,stage3,078,3.3607,55
engrailed,stage3,079,2.1631,55
engrailed,stage3,080,1.7561,55
engrailed,stage3,081,1.2625,55
engrailed,stage3,082,1.9325,55
engrailed,stage3,083,2.3727,55
engrailed,stage3,084,2.981,55
engrailed,stage3,085,2.6918,55
engrailed,stage3,086,2.0374,55
engrailed,stage3,087,2.137,55
engrailed,stage3,088,1.7302,55
engrailed,stage3,089,1.502,55
engrailed,stage3,090,1.3659,55
engrailed,stage3,091,3.3965,55
engrailed,stage3,092,1.9296,55
engrailed,stage3,093,2.5675,55
engrailed,stage3,094,2.6138,55
engrailed,stage3,095,2.1196,55
engrailed,stage3,096,3.0325,55
engrailed,stage3,097,1.9351,55
ets1,stage2,001,1.7085,104
ets1,stage2,002,1.7197,104
ets1,stage2,003,1.1689,104
ets1,stage2,004,2.6666,104
ets1,stage2,005,1.6421,104
ets1,stage2,006,1.1296,104
ets1,stage2,007,3.8738,104
ets1,stage2,008,1.4004,104
ets1,stage2,009,1.0767,104
ets1,stage2,010,1.031,104
ets1,stage2,011,1.0151,104
ets1,stage2,012,1.4067,104
ets1,stage2,013,0.9194,104
ets1,stage2,014,1.2288,104
ets1,stage2,015,0.8999,104
ets1,stage2,016,1.0737,104
ets1,stage2,017,1.1129,104
ets1,stage2,018,1.314,104
ets1,stage2,019,1.1495,104
ets1,stage2,020,1.712,104
ets1,stage2,021,1.3184,104
ets1,stage2,022,1.278,104
ets1,stage2,023,2.3378,104
ets1,stage2,024,1.1341,104
ets1,stage2,025,1.679,104
ets1,stage2,026,1.5853,104
ets1,stage2,027,1.2047,104
ets1,stage2,028,1.4057,104
ets1,stage2,029,1.9202,104
ets1,stage2,030,0.9565,104
ets1,stage2,031,1.1124,104
ets1,stage2,032,1.2955,104
ets1,stage2,033,1.0321,104
ets1,stage2,034,3.3794,104
ets1,stage2,035,1.1149,104
ets1,stage2,036,1.9285,104
ets1,stage2,037,1.0929,104
ets1,stage2,038,1.4807,104
ets1,stage2,039,2.3227,104
ets1,stage2,040,1.4231,104
ets1,stage2,041,1.4082,104
ets1,stage2,042,0.9166,104
ets1,stage2,043,1.5692,104
ets1,stage2,044,1.1235,104
ets1,stage2,045,1.1593,104
ets1,stage2,046,1.6623,104
ets1,stage2,047,1.5887,104
ets1,stage2,048,1.0034,104
ets1,stage2,049,1.2845,104
ets1,stage2,050,1.166,104
ets1,stage2,051,1.3007,104
ets1,stage2,052,1.3452,104
ets1,stage2,053,1.3683,104
ets1,stage2,054,1.0122,104
ets1,stage2,055,1.704,104
ets1,stage2,056,1.4173,104
ets1,stage2,057,1.1641,104
ets1,stage2,058,1.1759,104
ets1,stage2,059,1.3125,104
ets1,stage2,060,1.5691,104
ets1,stage2,061,1.5827,104
ets1,stage2,062,1.2127,104
ets1,stage2,063,1.3833,104
ets1,stage2,064,0.9688,104
ets1,stage2,065,1.3059,104
ets1,stage2,066,1.2452,104
ets1,stage2,067,1.9576,104
ets1,stage2,068,1.4025,104
ets1,stage2,069,1.6529,104
ets1,stage2,070,1.1151,104
ets1,stage2,071,1.2322,104
ets1,stage2,072,1.1379,104
ets1,stage2,073,1.2103,104
ets1,stage2,074,1.0561,104
ets1,stage2,075,1.0061,104
ets1,stage2,076,2.2711,104
ets1,stage2,077,1.18,104
ets1,stage2,078,1.3912,104
ets1,stage2,079,1.7698,104
ets1,stage2,080,0.9516,104
ets1,stage2,081,1.3694,104
ets1,stage2,082,1.2727,104
ets1,stage2,083,1.1727,104
ets1,stage2,084,1.181,104
ets1,stage2,085,1.3359,104
ets1,stage2,086,1.3337,104
ets1,stage2,087,1.3116,104
ets1,stage2,088,1.5985,104
ets1,stage2,089,1.3628,104
ets1,stage2,090,0.9888,104
ets1,stage2,091,1.5698,104
ets1,stage2,092,1.0319,104
ets1,stage2,093,1.3314,104
ets1,stage2,094,0.9445,104
ets1,stage2,095,1.4352,104
ets1,stage2,096,1.2544,104
ets1,stage2,097,1.2144,104
ets1,stage2,098,1.0912,104
ets1,stage2,099,0.9888,104
ets1,stage2,100,1.296,104
ets1,stage3,001,1.656,104
ets1,stage3,002,1.7013,104
ets1,stage3,003,1.1481,104
ets1,stage3,004,2.6483,104
ets1,stage3,005,1.6223,104
ets1,stage3,006,1.0928,104
ets1,stage3,007,3.8895,104
ets1,stage3,008,1.3556,104
ets1,stage3,009,1.0416,104
ets1,stage3,010,1.0008,104
ets1,stage3,011,0.982,104
ets1,stage3,012,1.3816,104
ets1,stage3,013,0.8807,104
ets1,stage3,014,1.1883,104
ets1,stage3,015,0.8694,104
ets1,stage3,016,1.0377,104
ets1,stage3,017,1.0866,104
ets1,stage3,018,1.2848,104
ets1,stage3,019,1.1128,104
ets1,stage3,020,1.6886,104
ets1,stage3,021,1.289,104
ets1,stage3,022,1.2559,104
ets1,stage3,023,2.3038,104
ets1,stage3,024,1.0959,104
ets1,stage3,025,1.6438,104
ets1,stage3,026,1.5792,104
ets1,stage3,027,1.152,104
ets1,stage3,028,1.3689,104
ets1,stage3,029,1.923,104
ets1,stage3,030,0.912,104
ets1,stage3,031,1.0789,104
ets1,stage3,032,1.267,104
ets1,stage3,033,1.005,104
ets1,stage3,034,3.3634,104
ets1,stage3,035,1.0942,104
ets1,stage3,036,1.9115,104
ets1,stage3,037,1.0541,104
ets1,stage3,038,1.4731,104
ets1,stage3,039,2.3128,104
ets1,stage3,040,1.3891,104
ets1,stage3,041,1.3941,104
ets1,stage3,042,0.8789,104
ets1,stage3,043,1.5521,104
ets1,stage3,044,1.0824,104
ets1,stage3,045,1.1219,104
ets1,stage3,046,1.632,104
ets1,stage3,047,1.5716,104
ets1,stage3,048,0.9556,104
ets1,stage3,049,1.266,104
ets1,stage3,050,1.1192,104
ets1,stage3,051,1.262,104
ets1,stage3,052,1.3179,104
ets1,stage3,053,1.3495,104
ets1,stage3,054,0.9653,104
ets1,stage3,055,1.7018,104
ets1,stage3,056,1.3774,104
ets1,stage3,057,1.1222,104
ets1,stage3,058,1.145,104
ets1,stage3,059,1.2736,104
ets1,stage3,060,1.5221,104
ets1,stage3,061,1.5659,104
ets1,stage3,062,1.1719,104
ets1,stage3,063,1.3544,104
ets1,stage3,064,0.9269,104
ets1,stage3,065,1.2828,104
ets1,stage3,066,1.2112,104
ets1,stage3,067,1.9334,104
ets1,stage3,068,1.3732,104
ets1,stage3,069,1.6183,104
ets1,stage3,070,1.0818,104
ets1,stage3,071,1.1941,104
ets1,stage3,072,1.1012,104
ets1,stage3,073,1.1846,104
ets1,stage3,074,1.0217,104
ets1,stage3,075,0.9756,104
ets1,stage3,076,2.2572,104
ets1,stage3,077,1.1557,104
ets1,stage3,078,1.3809,104
ets1,stage3,079,1.7581,104
ets1,stage3,080,0.9149,104
ets1,stage3,081,1.3508,104
ets1,stage3,082,1.2376,104
ets1,stage3,083,1.1451,104
ets1,stage3,084,1.1439,104
ets1,stage3,085,1.3097,104
ets1,stage3,086,1.3219,104
ets1,stage3,087,1.2777,104
ets1,stage3,088,1.5799,104
ets1,stage3,089,1.3259,104
ets1,stage3,090,0.9486,104
ets1,stage3,091,1.5499,104
ets1,stage3,092,0.9882,104
ets1,stage3,093,1.2826,104
ets1,stage3,094,0.9198,104
ets1,stage3,095,1.3921,104
ets1,stage3,096,1.2206,104
ets1,stage3,097,1.182,104
ets1,stage3,098,1.0484,104
ets1,stage3,099,0.9546,104
ets1,stage3,100,1.2601,104
