pilot,entry,base_pearsonr,aug_pearsonr,base_spearmanr,aug_spearmanr,base_auroc,aug_auroc,base_ic_weighted_pcc,aug_ic_weighted_pcc,base_mae,aug_mae
engrailed,6lbi_D_FOXO1_HUMAN.H11MO.0.A.npz,0.7653084360623598,0.8149374594999474,0.4404761904761905,0.4976190476190477,0.9679166666666666,0.9745833333333334,0.44433025220897293,0.49633350765162304,0.49168363213539124,0.47198059658209485
engrailed,6lbi_K_FOXO1_HUMAN.H11MO.0.A.npz,0.789353870251379,0.8606016226964975,0.42380952380952386,0.5261904761904762,0.9597222222222223,0.9840277777777778,0.4837418982007062,0.5286844810199219,0.5031232883532842,0.41890408595403034
engrailed,6lbi_L_FOXO1_HUMAN.H11MO.0.A.npz,0.7893538944512141,0.8606016219384119,0.42380952380952386,0.5261904761904762,0.9597222222222223,0.9840277777777778,0.4837419117098754,0.5286844796372842,0.5031232982873917,0.418904110789299
engrailed,6mg2_A_CEBPB_HUMAN.H11MO.0.A.npz,0.5206660724176221,0.5914884777415691,0.468438477269615,0.49831670856268334,0.7895206404320988,0.8606047453703706,0.4730845074806298,0.5402690202235171,0.7852910061677297,0.6833649228016535
engrailed,6mg3_A_CEBPB_HUMAN.H11MO.0.A.npz,0.46677811868677527,0.5334247571903908,0.37195879397253595,0.4781228364567948,0.7660831404320988,0.8383728780864198,0.4625871176961849,0.515078783902971,0.8104359904925028,0.749983141819636
engrailed,6od3_A_MA0830.2.jaspar.npz,0.6955246207588869,0.6466836493895648,0.525,0.5333333333333333,0.9314236111111112,0.8854166666666669,0.5653844191903935,0.5759358411230461,0.5236611713965734,0.6405022641023
engrailed,6od3_B_ITF2_HUMAN.H11MO.0.C.npz,0.5348302617258881,0.4726346944960477,0.4166666666666667,0.29285714285714287,0.8847222222222223,0.8016666666666667,0.4794582991927095,0.47428067873152163,0.6081496427456538,0.7340552111466726
engrailed,6od3_E_ITF2_HUMAN.H11MO.0.C.npz,0.49675662377350305,0.42011265669567543,0.36190476190476195,0.31666666666666665,0.8538888888888888,0.7391666666666667,0.47042894978050936,0.4018229016328508,0.652557040254275,0.8407936791578928
engrailed,6od3_F_MA0830.2.jaspar.npz,0.6779309051045047,0.548093680908399,0.5305555555555556,0.538888888888889,0.9053819444444445,0.8376736111111112,0.5714294831690881,0.49698356800322635,0.571116159359614,0.7673657238483429
engrailed,6u81_A_DUX4_HUMAN.H11MO.0.A.npz,0.6823721719861385,0.7062091309385972,0.5068691797462738,0.4800347445868755,0.893611111111111,0.9115277777777778,0.6384628399867632,0.6335429389059736,0.5178350706895193,0.46774740020434064
engrailed,6vg2_A_FLI1_HUMAN.H11MO.0.A.npz,0.6898776241190111,0.6239158592280647,0.3705595947175338,0.3399060919220455,0.882716049382716,0.8626543209876544,0.5373223487381117,0.4849610904356006,0.5240348527828852,0.5790441185235977
engrailed,6vg2_D_FLI1_HUMAN.H11MO.0.A.npz,0.6444409844569033,0.718331606580048,0.38525207892298097,0.48363780439496923,0.9012345679012346,0.9135802469135803,0.5068456795243971,0.5517736616124588,0.5418625970681509,0.4712955256303151
engrailed,6vg8_A_FLI1_HUMAN.H11MO.0.A.npz,0.5840835614039356,0.5129912802820197,0.489755834829297,0.5622400177447943,0.8796296296296297,0.8549382716049383,0.4204877922462474,0.38190904483584176,0.7252471397320429,0.8052353958288828
engrailed,6vge_A_ERG_HUMAN.H11MO.0.A.npz,0.4118486229261314,0.4414914214673142,0.38741729612440373,0.4320620833591795,0.8054513888888888,0.8186111111111111,0.38751091337878657,0.4085820482692822,0.7842588325341543,0.798999567826589
engrailed,6vgg_A_ERG_HUMAN.H11MO.0.A.npz,0.40434756307190084,0.4050498659435781,0.38499011822970575,0.4036832772104077,0.7939583333333333,0.7990625000000001,0.40089263970196026,0.3379943739545235,0.8306626478830973,0.8660579820473989
engrailed,6wqu_C_SUH_MOUSE.H11MO.0.A.npz,0.8057526233969838,0.7675236084821032,0.6,0.5479166666666666,0.9583333333333334,0.9331597222222222,0.5983701109669689,0.5766670518064082,0.3818902025620143,0.3977733502785365
engrailed,6x6e_A_GCR_HUMAN.H11MO.0.A.npz,0.5853542246730083,0.521344123874711,0.4750454728154385,0.4552704627669473,0.8897222222222222,0.8887499999999999,0.39213758883087185,0.3693627286623184,0.549319808681806,0.5984030067920685
engrailed,6x6e_B_MA0113.3.jaspar.npz,0.5139928068070984,0.44736426924442235,0.41585765249150813,0.3746710171464089,0.8953189300411525,0.8870456104252402,0.6059771940600186,0.5494002667158436,0.615807851155599,0.6629627744356791
engrailed,7cli_A_NFKB2_HUMAN.H11MO.0.B.npz,0.4247803729817723,0.4238077647191169,0.2895999145775434,0.33704249115109935,0.7650462962962963,0.7776813271604938,0.35757896935468597,0.3843706053487017,0.8943604330221812,0.8578952749570211
engrailed,7cli_B_MA0778.1.jaspar.npz,0.4174373215880931,0.49466657478034093,0.30510874115344894,0.36186635345099255,0.7356770833333334,0.7200520833333334,0.46332902567228934,0.48117761339447984,0.8150675296783447,0.7807607601086298
engrailed,7dcj_A_HSF1_HUMAN.H11MO.0.A.npz,0.676026143868512,0.6688759727888586,0.4136009807335515,0.3867141179201745,0.9383680555555557,0.9375000000000001,0.6864865447658076,0.6703513804066894,0.3900451958179474,0.4120745410521825
engrailed,7dcj_B_MA0486.2.jaspar.npz,0.8486509470336993,0.8909273735383371,0.5733503882049202,0.6026586628103147,0.9817708333333334,0.9791666666666666,0.9011886369693918,0.8856736062058762,0.24510744462410608,0.2344292439520359
engrailed,7jm4_A_MA1419.1.jaspar.npz,0.7559440239720668,0.7297905823371064,0.56,0.53,0.9456018518518517,0.9408757716049384,0.7796221443230151,0.7813785873106404,0.49871447185675305,0.5631653318802515
engrailed,7jm4_B_MA1419.1.jaspar.npz,0.7559440123771006,0.7297905755927787,0.56,0.53,0.9456018518518517,0.9408757716049384,0.7796221391963775,0.7813785833326602,0.4987144519885381,0.5631653070449829
engrailed,7jm4_G_MA1419.1.jaspar.npz,0.7255978443659842,0.7002341039663103,0.5583333333333333,0.5316666666666667,0.9350887345679012,0.9244791666666666,0.739429349699785,0.7047542854600611,0.5503362069527308,0.5859476029872894
engrailed,7jm4_H_MA1419.1.jaspar.npz,0.7255978618903707,0.7002340929199514,0.5583333333333333,0.5316666666666667,0.9350887345679012,0.9244791666666666,0.7394293661796434,0.7047542806781092,0.5503361870845159,0.5859476079543432
engrailed,7oh9_K_MA0386.1.jaspar.npz,0.3413653607130116,0.4468640455224453,0.2142857142857143,0.27380952380952384,0.914965986394558,1.0,0.25834131444150943,0.37981050803014854,1.0707567632198334,0.9904047052065531
engrailed,7vuq_A_NFKB2_HUMAN.H11MO.0.B.npz,0.6095404386614421,0.6406365541541054,0.45066214220203893,0.514380464252629,0.8530333719135803,0.800564236111111,0.5503123310963591,0.5142039396072207,0.5967994133631388,0.5871787518262863
engrailed,7vuq_B_NFKB2_HUMAN.H11MO.0.B.npz,0.609540434720078,0.6406365780174824,0.45066214220203893,0.514380464252629,0.8530333719135803,0.800564236111111,0.5503123361457928,0.5142039631348664,0.5967994332313538,0.5871787269910177
err,1a1g_A_MA0162.1.jaspar.npz,0.6111361732318377,0.5796036546380492,0.5439744334240135,0.5192203473166487,0.8474151234567903,0.7785493827160493,0.530135343912016,0.5352169149918905,0.6010220944881439,0.632447342077891
err,1a1i_A_MA0162.1.jaspar.npz,0.7160530245103777,0.6408378741374084,0.5874948156391827,0.5423346715661134,0.8767006802721088,0.7956349206349206,0.5787176503652277,0.5781644223143684,0.5139762709538142,0.5733893613020579
err,1a1j_A_MA0162.1.jaspar.npz,0.6194239247318668,0.5259076816573118,0.5149632966781955,0.4448490529805089,0.8418209876543209,0.7674575617283951,0.4991095823842759,0.46148222528641275,0.6494230727354685,0.6908244788646698
err,1c7u_A_MEF2A_HUMAN.H11MO.0.A.npz,0.1687188971926743,0.2853397644995413,0.17777777777777778,0.25972222222222224,0.5749314128943759,0.6431755829903979,0.10823716559680908,0.15158438698926593,1.0832833647727966,0.9834339817365011
err,1c7u_B_MEF2A_HUMAN.H11MO.0.A.npz,0.1687189287315252,0.28533974805264334,0.17777777777777778,0.25972222222222224,0.5749314128943759,0.6431755829903979,0.10823720271122268,0.15158437543106537,1.0832833846410115,0.983434001604716
err,1e3o_C_MA0785.1.jaspar.npz,0.8152304494675869,0.757011430353547,0.6066666666666666,0.52,0.9722222222222222,0.9421296296296298,0.5676349653375258,0.5078004003983467,0.4199407498041789,0.503852958480517
err,1gu4_A_MA0466.3.jaspar.npz,0.49571722413869185,0.4851039888126252,0.3814397998040051,0.36659351655836186,0.8135850694444445,0.7845052083333334,0.4233286306227557,0.34845935431641184,0.7170651455720266,0.8027133742968241
