tf,stage,variant,comparison,atom_subset,n_states,median_A,q25_A,q75_A,iqr_A,min_A,max_A
err,1,shared,vs_reference,backbone,92,4.08914371735978,3.089344105040705,5.793471423436303,2.704127318395598,2.069315444053796,19.354819953055053
err,1,shared,vs_reference,sidechain,92,5.371561560497204,4.581263523580862,7.39097433092323,2.809710807342368,3.306558339991279,21.316759236758976
err,1,shared,vs_reference,total,92,4.718129388489671,3.8527234976760427,6.806415120226403,2.9536916225503607,2.7623883742794413,20.35462932055018
err,2,shared,delta_stage1_to_stage2,backbone,92,1.0787160941081607e-06,9.279778058768954e-07,1.1903434212979903e-06,2.6236561542109493e-07,6.234616984716561e-07,1.4784555041680745e-06
err,2,shared,delta_stage1_to_stage2,sidechain,92,1.0973657376289342e-06,9.721473358449673e-07,1.2814585541147073e-06,3.0931121826973995e-07,6.518368933380948e-07,1.974285359712274e-06
err,2,shared,delta_stage1_to_stage2,total,92,1.0736992528572569e-06,9.514253703918454e-07,1.238015178011747e-06,2.865898076199015e-07,6.739499465755262e-07,1.531557440639862e-06
err,2,shared,vs_reference,backbone,92,4.089143654203838,3.0893440985283087,5.793471390562038,2.7041272920337294,2.0693153431773923,19.35481943248405
err,2,shared,vs_reference,sidechain,92,5.371561267515588,4.581263416028886,7.3909741203428645,2.8097107043139786,3.306558210349152,21.316759122559354
err,2,shared,vs_reference,total,92,4.7181292652857145,3.852723308400253,6.8064146893652335,2.9536913809649805,2.7623882560921063,20.35462887933489
err,3,metal_cage,delta_stage2_to_stage3,backbone,90,0.4238883818974317,0.3591627759823141,0.4826761018526585,0.12351332587034441,0.28001638213913427,0.6493545062138807
err,3,metal_cage,delta_stage2_to_stage3,sidechain,90,1.1176352519768598,1.041619883445048,1.2667299243247507,0.22511004087970266,0.6606320008748578,1.697936880583617
err,3,metal_cage,delta_stage2_to_stage3,total,90,0.8439468341233194,0.789381191529364,0.9386466855185025,0.14926549398913846,0.5110403204633962,1.2515930882446238
err,3,metal_cage,vs_reference,backbone,90,4.051303149841168,3.0162993859526783,5.808912707030314,2.7926133210776354,2.0601146589719765,19.367672922521013
err,3,metal_cage,vs_reference,sidechain,90,5.416233886149857,4.596049564675681,7.503345412254697,2.9072958475790163,3.219169399007023,21.31045091798688
err,3,metal_cage,vs_reference,total,90,4.746244511628252,3.8656769808923217,6.776725670948424,2.911048690056102,2.70718520437353,20.357376667983715
ets1,0,shared,vs_reference,backbone,100,1.3283239590126281,1.1693815499619344,1.5534191832603714,0.384037633298437,0.9524331590428982,3.9410919168783294
ets1,0,shared,vs_reference,sidechain,100,1.4099007641612689,1.2076535596194138,1.5908370355794323,0.38318347596001856,0.9696176860915025,4.14602712654985
ets1,0,shared,vs_reference,total,100,1.3341188179527026,1.1822014320513767,1.5618809590113112,0.37967952695993445,0.9573185947654821,3.982286422376818
ets1,1,shared,delta_stage0_to_stage1,backbone,100,5.457964216522338e-07,4.3645263469215117e-07,6.306657964562052e-07,1.9421316176405407e-07,1.9643904492048934e-07,8.491140549052791e-07
ets1,1,shared,delta_stage0_to_stage1,sidechain,100,0.012898803762741141,0.012574828039103536,0.013248939729065545,0.0006741116899620092,0.011484955825213273,0.014310869594900428
ets1,1,shared,delta_stage0_to_stage1,total,100,0.0056498375412434906,0.005509678342342597,0.005800242682163847,0.00029056433982125023,0.005041907715251122,0.0062524998935914785
ets1,1,shared,vs_reference,backbone,100,1.3283239590126281,1.1693815499619344,1.5534191832603714,0.384037633298437,0.9524331590428982,3.9410919168783294
ets1,1,shared,vs_reference,sidechain,100,2.4239484919460557,2.243192716429082,2.563650622034788,0.3204579056057062,1.987889215494246,4.2616743508387325
ets1,1,shared,vs_reference,total,100,1.9977676571917669,1.8276120817572352,2.1350567027991483,0.30744462104191306,1.5853541150832509,4.117883185181012
ets1,2,shared,delta_stage1_to_stage2,backbone,100,1.0495014610145046e-06,9.452453634520222e-07,1.1761426280891402e-06,2.3089726463711797e-07,6.725380738287864e-07,1.487243916710357e-06
ets1,2,shared,delta_stage1_to_stage2,sidechain,100,1.0982541556209897e-06,9.876804885063388e-07,1.2583834182027774e-06,2.707029296964387e-07,6.985969121505173e-07,1.5577925209452914e-06
ets1,2,shared,delta_stage1_to_stage2,total,100,1.1420945253982679e-06,1.0156044577551956e-06,1.223918308463907e-06,2.0831385070871144e-07,7.895255839253717e-07,1.4869099700320903e-06
ets1,2,shared,vs_reference,backbone,100,1.3283237657555529,1.1693814619369538,1.5534189384850545,0.3840374765481007,0.9524330676208094,3.9410916977771233
ets1,2,shared,vs_reference,sidechain,100,2.4239483761515475,2.243192543585332,2.563650494321318,0.32045795073598615,1.9878890384247663,4.261674215250748
ets1,2,shared,vs_reference,total,100,1.9977676490862482,1.827611981015383,2.1350565713933367,0.3074445903779537,1.5853539892026727,4.117882982881232
ets1,3,metal_cage,delta_stage2_to_stage3,backbone,100,0.27293933285144667,0.26511594973988317,0.2816465315597625,0.01653058181987932,0.22954370855221853,0.33947972745291777
ets1,3,metal_cage,delta_stage2_to_stage3,sidechain,100,0.8639148927663356,0.7876266398364655,0.9160391824724103,0.12841254263594482,0.6282622240359681,1.1621168550636631
ets1,3,metal_cage,delta_stage2_to_stage3,total,100,0.656871749740516,0.6023556655244563,0.6965577242032047,0.09420205867874842,0.493165265139448,0.866786905056748
ets1,3,metal_cage,vs_reference,backbone,100,1.2814196027650433,1.1263151196127303,1.510817919534462,0.38450279992173164,0.9138111251815768,3.941882250144867
ets1,3,metal_cage,vs_reference,sidechain,100,2.3887973594993803,2.2156745683185597,2.5710555011034137,0.35538093278485405,1.9312382769231438,4.29613981743378
ets1,3,metal_cage,vs_reference,total,100,1.9640494636674402,1.7933334117255957,2.1002233322271335,0.30688992050153785,1.5383214591031336,4.138389668549463
foxa,0,shared,vs_reference,backbone,92,4.033167610508098,3.082509457613518,5.57299378287129,2.4904843252577717,1.7642013866170794,12.232161370150976
foxa,0,shared,vs_reference,sidechain,92,4.370882762774677,3.4599445974464405,5.964945571942662,2.505000974496222,2.0455161087942724,12.463580241341582
foxa,0,shared,vs_reference,total,92,4.107561878286328,3.182773759345836,5.6474099939660345,2.4646362346201984,1.8228225063631127,12.282127946398154
foxa,1,shared,delta_stage0_to_stage1,backbone,92,5.155980047764255e-07,4.117187614483865e-07,6.302857218178856e-07,2.1856696036949908e-07,2.1433528296702018e-07,9.221976760992339e-07
foxa,1,shared,delta_stage0_to_stage1,sidechain,92,0.012858468526485088,0.012460860050866919,0.013289018226269433,0.0008281581754025144,0.011465875422307143,0.014166041843063073
foxa,1,shared,delta_stage0_to_stage1,total,92,0.005686589805396142,0.005496997213014214,0.005866755632045711,0.0003697584190314974,0.005080021047012543,0.006263480032187059
foxa,1,shared,vs_reference,backbone,92,4.033167610508098,3.082509457613518,5.57299378287129,2.4904843252577717,1.7642013866170794,12.232161370150976
foxa,1,shared,vs_reference,sidechain,92,5.352642957481198,4.456508924658637,6.573008306625337,2.1164993819667,2.864020439103576,13.01567207344079
foxa,1,shared,vs_reference,total,92,4.652578089607825,3.9388894618803305,6.101356470070035,2.162467008189705,2.4648695246249677,12.671547824042442
foxa,2,shared,delta_stage1_to_stage2,backbone,92,1.1401677984852423e-06,1.0097505698696375e-06,1.2622669030881804e-06,2.5251633321854294e-07,6.45892047080747e-07,1.5280118281690548e-06
foxa,2,shared,delta_stage1_to_stage2,sidechain,92,1.2143087427446007e-06,1.1000342647821712e-06,1.3398963998136897e-06,2.398621350315185e-07,7.707656155008355e-07,1.8734310148392193e-06
foxa,2,shared,delta_stage1_to_stage2,total,92,1.1366298823131265e-06,9.818661536156115e-07,1.2761842218871897e-06,2.9431806827157823e-07,7.183599966053663e-07,1.5293935024735838e-06
foxa,2,shared,vs_reference,backbone,92,4.033167402738425,3.082509250412195,5.572993708467027,2.4904844580548318,1.7642013055833132,12.232161260902277
foxa,2,shared,vs_reference,sidechain,92,5.3526426709030925,4.456508762891519,6.573008128215957,2.1164993653244375,2.8640202965567148,13.015671768797235
foxa,2,shared,vs_reference,total,92,4.652577901461388,3.9388893262505356,6.101356232114061,2.1624669058635257,2.464869468210126,12.671547348954595
foxa,3,metal_cage,delta_stage2_to_stage3,backbone,91,0.3251634626308178,0.29058626796048614,0.40298553672075244,0.11239926876026629,0.12134482292276672,0.7107999262125044
foxa,3,metal_cage,delta_stage2_to_stage3,sidechain,91,1.0062486556002546,0.8841017505052429,1.1437298798780882,0.2596281293728453,0.06766724393447013,1.5330888055306515
foxa,3,metal_cage,delta_stage2_to_stage3,total,91,0.7682646613045416,0.6687558486636365,0.8694204733696338,0.20066462470599733,0.09739495451668086,1.163009844237823
foxa,3,metal_cage,vs_reference,backbone,91,4.008764283437802,3.0357838817449165,5.595348968429107,2.5595650866841906,1.7452900285179194,12.309469627883123
foxa,3,metal_cage,vs_reference,sidechain,91,5.269996394866141,4.398438925680887,6.592939364406959,2.194500438726072,2.9257928460219444,13.134044648234607
foxa,3,metal_cage,vs_reference,total,91,4.676284517647712,3.8969752537496563,6.09060061177185,2.193625358022194,2.4484193979461173,12.768760559306445
hsf,0,shared,vs_reference,backbone,99,1.6812353800796276,1.5547302586726226,1.9306153635184855,0.3758851048458629,1.1989630278348637,3.7720966453298113
hsf,0,shared,vs_reference,sidechain,99,1.9956459764654901,1.7849101862566001,2.216241243811046,0.431331057554446,1.4311202524444766,3.9875768050639477
hsf,0,shared,vs_reference,total,99,1.7382423503106847,1.597275524304648,1.9754449187469179,0.37816939444226993,1.2960357057967407,3.815928852642357
hsf,1,shared,delta_stage0_to_stage1,backbone,99,5.211501553721602e-07,3.971682850843158e-07,6.232848664089753e-07,2.2611658132465952e-07,1.6812011906755433e-07,7.743769338106259e-07
hsf,1,shared,delta_stage0_to_stage1,sidechain,99,0.012864583006476265,0.012426728367432489,0.013371982875658262,0.0009452545082257735,0.011493432064212548,0.01395762204223574
hsf,1,shared,delta_stage0_to_stage1,total,99,0.005708753802814609,0.005509671589899338,0.005908993095886489,0.00039932150598715084,0.005091172437779103,0.006166632992216056
hsf,1,shared,vs_reference,backbone,99,1.6812353800796276,1.5547302586726226,1.9306153635184855,0.3758851048458629,1.1989630278348637,3.7720966453298113
hsf,1,shared,vs_reference,sidechain,99,2.6196633076437763,2.415347952002353,2.871562778862328,0.45621482685997483,2.176771080550199,4.182996058636299
hsf,1,shared,vs_reference,total,99,2.226810549344782,2.042476455446433,2.459054850922053,0.4165783954756197,1.8062456943485075,3.9916505233052635
